,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Hiral Patel,414248,Mark Jonkman,245397,"Jonkman to Patel, no run ",1st innings,,,0.1,no run,0,0,0/0,"Jonkman to Patel, no run",,,0
1,2,Hiral Patel,414248,Mark Jonkman,245397,"Jonkman to Patel, no run ",1st innings,,,0.2,no run,0,0,0/0,"Jonkman to Patel, no run",,,0
2,3,Hiral Patel,414248,Mark Jonkman,245397,"Jonkman to Patel, no run ",1st innings,,,0.3,no run,0,0,0/0,"Jonkman to Patel, no run",,,0
3,4,Hiral Patel,414248,Mark Jonkman,245397,"Jonkman to Patel, no run ",1st innings,,,0.4,no run,0,0,0/0,"Jonkman to Patel, no run",,,0
4,5,Hiral Patel,414248,Mark Jonkman,245397,"Jonkman to Patel, no run ",1st innings,,,0.5,no run,0,0,0/0,"Jonkman to Patel, no run",,,0
5,6,Hiral Patel,414248,Mark Jonkman,245397,"Jonkman to Patel, no run ",1st innings,Rizwan Cheema,361952,1.0,no run,0,0,0/0,"Jonkman to Patel, no run",,,0
6,7,Rizwan Cheema,361952,Mudassar Bukhari,245166,"Mudassar Bukhari to Rizwan Cheema, no run ",1st innings,,,1.1,no run,0,0,0/0,"Mudassar Bukhari to Rizwan Cheema, no run",,,0
7,8,Rizwan Cheema,361952,Mudassar Bukhari,245166,"Mudassar Bukhari to Rizwan Cheema, no run ",1st innings,,,1.2,no run,0,0,0/0,"Mudassar Bukhari to Rizwan Cheema, no run",,,0
8,9,Rizwan Cheema,361952,Mudassar Bukhari,245166,"Mudassar Bukhari to Rizwan Cheema, no run ",1st innings,,,1.3,no run,0,0,0/0,"Mudassar Bukhari to Rizwan Cheema, no run",,,0
9,10,Rizwan Cheema,361952,Mudassar Bukhari,245166,"Mudassar Bukhari to Rizwan Cheema, no run ",1st innings,,,1.4,no run,0,0,0/0,"Mudassar Bukhari to Rizwan Cheema, no run",,,0
10,11,Rizwan Cheema,361952,Mudassar Bukhari,245166,"Mudassar Bukhari to Rizwan Cheema, 1 run ",1st innings,,,1.5,run,1,1,1/0,"Mudassar Bukhari to Rizwan Cheema, 1 run",,,0
11,12,Hiral Patel,414248,Mudassar Bukhari,245166,"Mudassar Bukhari to Patel, 1 run ",1st innings,Rizwan Cheema,361952,2.0,run,2,1,2/0,"Mudassar Bukhari to Patel, 1 run",,,0
12,13,Hiral Patel,414248,Mark Jonkman,245397,"Jonkman to Patel, no run ",1st innings,,,2.1,no run,2,0,2/0,"Jonkman to Patel, no run",,,0
13,14,Hiral Patel,414248,Mark Jonkman,245397,"Jonkman to Patel, no run ",1st innings,,,2.2,no run,2,0,2/0,"Jonkman to Patel, no run",,,0
14,15,Hiral Patel,414248,Mark Jonkman,245397,"Jonkman to Patel, no run ",1st innings,,,2.3,no run,2,0,2/0,"Jonkman to Patel, no run",,,0
15,16,Hiral Patel,414248,Mark Jonkman,245397,"Jonkman to Patel, no run ",1st innings,,,2.4,no run,2,0,2/0,"Jonkman to Patel, no run",,,0
16,17,Hiral Patel,414248,Mark Jonkman,245397,"Jonkman to Patel, 1 run ",1st innings,,,2.5,run,3,1,3/0,"Jonkman to Patel, 1 run",,,0
17,18,Rizwan Cheema,361952,Mark Jonkman,245397,"Jonkman to Rizwan Cheema, no run ",1st innings,Hiral Patel,414248,3.0,no run,3,0,3/0,"Jonkman to Rizwan Cheema, no run",,,0
18,19,Hiral Patel,414248,Mudassar Bukhari,245166,"Mudassar Bukhari to Patel, 1 run ",1st innings,,,3.1,run,4,1,4/0,"Mudassar Bukhari to Patel, 1 run",,,0
19,20,Rizwan Cheema,361952,Mudassar Bukhari,245166,"Mudassar Bukhari to Rizwan Cheema, no run ",1st innings,,,3.2,no run,4,0,4/0,"Mudassar Bukhari to Rizwan Cheema, no run",,,0
20,21,Rizwan Cheema,361952,Mudassar Bukhari,245166,"Mudassar Bukhari to Rizwan Cheema, no run ",1st innings,,,3.3,no run,4,0,4/0,"Mudassar Bukhari to Rizwan Cheema, no run",,,0
21,22,Rizwan Cheema,361952,Mudassar Bukhari,245166,"Mudassar Bukhari to Rizwan Cheema, FOUR runs ",1st innings,,,3.4,four,8,4,8/0,"Mudassar Bukhari to Rizwan Cheema, FOUR runs",,,0
22,23,Rizwan Cheema,361952,Mudassar Bukhari,245166,"Mudassar Bukhari to Rizwan Cheema, OUT ",1st innings,Hiral Patel,414248,3.5,out,8,0,8/1,"Mudassar Bukhari to Rizwan Cheema, OUT",,,1
23,24,Geoff Barnett,36383,Mudassar Bukhari,245166,"Mudassar Bukhari to Barnett, no run ",1st innings,Hiral Patel,414248,4.0,no run,8,0,8/1,"Mudassar Bukhari to Barnett, no run",,,1
24,25,Hiral Patel,414248,Mark Jonkman,245397,"Jonkman to Patel, no run ",1st innings,,,4.1,no run,8,0,8/1,"Jonkman to Patel, no run",,,1
25,26,Hiral Patel,414248,Mark Jonkman,245397,"Jonkman to Patel, FOUR runs ",1st innings,,,4.2,four,12,4,12/1,"Jonkman to Patel, FOUR runs",,,1
26,27,Hiral Patel,414248,Mark Jonkman,245397,"Jonkman to Patel, 1 run ",1st innings,,,4.3,run,13,1,13/1,"Jonkman to Patel, 1 run",,,1
27,28,Geoff Barnett,36383,Mark Jonkman,245397,"Jonkman to Barnett, no run ",1st innings,,,4.4,no run,13,0,13/1,"Jonkman to Barnett, no run",,,1
28,28,Geoff Barnett,36383,Mark Jonkman,245397,"Jonkman to Barnett, 1 wide ",1st innings,,,4.4,wide,14,1,14/1,"Jonkman to Barnett, 1 wide",,,1
29,29,Geoff Barnett,36383,Mark Jonkman,245397,"Jonkman to Barnett, no run ",1st innings,,,4.5,no run,14,0,14/1,"Jonkman to Barnett, no run",,,1
30,30,Geoff Barnett,36383,Mark Jonkman,245397,"Jonkman to Barnett, no run ",1st innings,Hiral Patel,414248,5.0,no run,14,0,14/1,"Jonkman to Barnett, no run",,,1
31,31,Hiral Patel,414248,Mudassar Bukhari,245166,"Mudassar Bukhari to Patel, no run ",1st innings,,,5.1,no run,14,0,14/1,"Mudassar Bukhari to Patel, no run",,,1
32,32,Hiral Patel,414248,Mudassar Bukhari,245166,"Mudassar Bukhari to Patel, 1 run ",1st innings,,,5.2,run,15,1,15/1,"Mudassar Bukhari to Patel, 1 run",,,1
33,33,Geoff Barnett,36383,Mudassar Bukhari,245166,"Mudassar Bukhari to Barnett, no run ",1st innings,,,5.3,no run,15,0,15/1,"Mudassar Bukhari to Barnett, no run",,,1
34,34,Geoff Barnett,36383,Mudassar Bukhari,245166,"Mudassar Bukhari to Barnett, FOUR runs ",1st innings,,,5.4,four,19,4,19/1,"Mudassar Bukhari to Barnett, FOUR runs",,,1
35,35,Geoff Barnett,36383,Mudassar Bukhari,245166,"Mudassar Bukhari to Barnett, no run ",1st innings,,,5.5,no run,19,0,19/1,"Mudassar Bukhari to Barnett, no run",,,1
36,36,Geoff Barnett,36383,Mudassar Bukhari,245166,"Mudassar Bukhari to Barnett, 1 run ",1st innings,Hiral Patel,414248,6.0,run,20,1,20/1,"Mudassar Bukhari to Barnett, 1 run",,,1
37,37,Geoff Barnett,36383,Mark Jonkman,245397,"Jonkman to Barnett, no run ",1st innings,,,6.1,no run,20,0,20/1,"Jonkman to Barnett, no run",,,1
38,38,Geoff Barnett,36383,Mark Jonkman,245397,"Jonkman to Barnett, FOUR runs ",1st innings,,,6.2,four,24,4,24/1,"Jonkman to Barnett, FOUR runs",,,1
39,39,Geoff Barnett,36383,Mark Jonkman,245397,"Jonkman to Barnett, no run ",1st innings,,,6.3,no run,24,0,24/1,"Jonkman to Barnett, no run",,,1
40,40,Geoff Barnett,36383,Mark Jonkman,245397,"Jonkman to Barnett, 1 run ",1st innings,,,6.4,run,25,1,25/1,"Jonkman to Barnett, 1 run",,,1
41,41,Hiral Patel,414248,Mark Jonkman,245397,"Jonkman to Patel, OUT ",1st innings,Geoff Barnett,36383,6.5,out,25,0,25/2,"Jonkman to Patel, OUT",,,2
42,42,Ashish Bagai,23797,Mark Jonkman,245397,"Jonkman to Bagai, no run ",1st innings,Geoff Barnett,36383,7.0,no run,25,0,25/2,"Jonkman to Bagai, no run",,,2
43,43,Geoff Barnett,36383,Mudassar Bukhari,245166,"Mudassar Bukhari to Barnett, no run ",1st innings,,,7.1,no run,25,0,25/2,"Mudassar Bukhari to Barnett, no run",,,2
44,44,Geoff Barnett,36383,Mudassar Bukhari,245166,"Mudassar Bukhari to Barnett, no run ",1st innings,,,7.2,no run,25,0,25/2,"Mudassar Bukhari to Barnett, no run",,,2
45,45,Geoff Barnett,36383,Mudassar Bukhari,245166,"Mudassar Bukhari to Barnett, no run ",1st innings,,,7.3,no run,25,0,25/2,"Mudassar Bukhari to Barnett, no run",,,2
46,46,Geoff Barnett,36383,Mudassar Bukhari,245166,"Mudassar Bukhari to Barnett, FOUR runs ",1st innings,,,7.4,four,29,4,29/2,"Mudassar Bukhari to Barnett, FOUR runs",,,2
47,47,Geoff Barnett,36383,Mudassar Bukhari,245166,"Mudassar Bukhari to Barnett, no run ",1st innings,,,7.5,no run,29,0,29/2,"Mudassar Bukhari to Barnett, no run",,,2
48,48,Geoff Barnett,36383,Mudassar Bukhari,245166,"Mudassar Bukhari to Barnett, 1 run ",1st innings,Ashish Bagai,23797,8.0,run,30,1,30/2,"Mudassar Bukhari to Barnett, 1 run",,,2
49,49,Geoff Barnett,36383,Mark Jonkman,245397,"Jonkman to Barnett, no run ",1st innings,,,8.1,no run,30,0,30/2,"Jonkman to Barnett, no run",,,2
50,50,Geoff Barnett,36383,Mark Jonkman,245397,"Jonkman to Barnett, 3 runs ",1st innings,,,8.2,run,33,3,33/2,"Jonkman to Barnett, 3 runs",,,2
51,50,Ashish Bagai,23797,Mark Jonkman,245397,"Jonkman to Bagai, 1 wide ",1st innings,,,8.2,wide,34,1,34/2,"Jonkman to Bagai, 1 wide",,,2
52,51,Ashish Bagai,23797,Mark Jonkman,245397,"Jonkman to Bagai, no run ",1st innings,,,8.3,no run,34,0,34/2,"Jonkman to Bagai, no run",,,2
53,52,Ashish Bagai,23797,Mark Jonkman,245397,"Jonkman to Bagai, FOUR runs ",1st innings,,,8.4,four,38,4,38/2,"Jonkman to Bagai, FOUR runs",,,2
54,53,Ashish Bagai,23797,Mark Jonkman,245397,"Jonkman to Bagai, no run ",1st innings,,,8.5,no run,38,0,38/2,"Jonkman to Bagai, no run",,,2
55,54,Ashish Bagai,23797,Mark Jonkman,245397,"Jonkman to Bagai, no run ",1st innings,Geoff Barnett,36383,9.0,no run,38,0,38/2,"Jonkman to Bagai, no run",,,2
56,55,Geoff Barnett,36383,Mudassar Bukhari,245166,"Mudassar Bukhari to Barnett, 1 run ",1st innings,,,9.1,run,39,1,39/2,"Mudassar Bukhari to Barnett, 1 run",,,2
57,56,Ashish Bagai,23797,Mudassar Bukhari,245166,"Mudassar Bukhari to Bagai, no run ",1st innings,,,9.2,no run,39,0,39/2,"Mudassar Bukhari to Bagai, no run",,,2
58,57,Ashish Bagai,23797,Mudassar Bukhari,245166,"Mudassar Bukhari to Bagai, no run ",1st innings,,,9.3,no run,39,0,39/2,"Mudassar Bukhari to Bagai, no run",,,2
59,58,Ashish Bagai,23797,Mudassar Bukhari,245166,"Mudassar Bukhari to Bagai, no run ",1st innings,,,9.4,no run,39,0,39/2,"Mudassar Bukhari to Bagai, no run",,,2
60,59,Ashish Bagai,23797,Mudassar Bukhari,245166,"Mudassar Bukhari to Bagai, no run ",1st innings,,,9.5,no run,39,0,39/2,"Mudassar Bukhari to Bagai, no run",,,2
61,60,Ashish Bagai,23797,Mudassar Bukhari,245166,"Mudassar Bukhari to Bagai, no run ",1st innings,Geoff Barnett,36383,10.0,no run,39,0,39/2,"Mudassar Bukhari to Bagai, no run",,,2
62,61,Geoff Barnett,36383,Peter Borren,36592,"Borren to Barnett, 1 run ",1st innings,,,10.1,run,40,1,40/2,"Borren to Barnett, 1 run",,,2
63,61,Ashish Bagai,23797,Peter Borren,36592,"Borren to Bagai, 1 wide ",1st innings,,,10.1,wide,41,1,41/2,"Borren to Bagai, 1 wide",,,2
64,62,Ashish Bagai,23797,Peter Borren,36592,"Borren to Bagai, no run ",1st innings,,,10.2,no run,41,0,41/2,"Borren to Bagai, no run",,,2
65,63,Ashish Bagai,23797,Peter Borren,36592,"Borren to Bagai, FOUR runs ",1st innings,,,10.3,four,45,4,45/2,"Borren to Bagai, FOUR runs",,,2
66,64,Ashish Bagai,23797,Peter Borren,36592,"Borren to Bagai, no run ",1st innings,,,10.4,no run,45,0,45/2,"Borren to Bagai, no run",,,2
67,65,Ashish Bagai,23797,Peter Borren,36592,"Borren to Bagai, no run ",1st innings,,,10.5,no run,45,0,45/2,"Borren to Bagai, no run",,,2
68,66,Ashish Bagai,23797,Peter Borren,36592,"Borren to Bagai, no run ",1st innings,Geoff Barnett,36383,11.0,no run,45,0,45/2,"Borren to Bagai, no run",,,2
69,67,Geoff Barnett,36383,Mudassar Bukhari,245166,"Mudassar Bukhari to Barnett, no run ",1st innings,,,11.1,no run,45,0,45/2,"Mudassar Bukhari to Barnett, no run",,,2
70,68,Geoff Barnett,36383,Mudassar Bukhari,245166,"Mudassar Bukhari to Barnett, 1 run ",1st innings,,,11.2,run,46,1,46/2,"Mudassar Bukhari to Barnett, 1 run",,,2
