,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, no run good length angling into the right-hander from over the wicket, Watson strides forward and across to play towards square leg",1st innings,0.1,no run,0,0,0/0,"Roach to Watson, no run",,"good length angling into the right-hander from over the wicket, Watson strides forward and across to play towards square leg",0
1,2,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, no run short of a length and straight, Watson gets behind the line and blocks",1st innings,0.2,no run,0,0,0/0,"Roach to Watson, no run",,"short of a length and straight, Watson gets behind the line and blocks",0
2,3,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, FOUR runs a fuller ball and Watson pushes forward to defend but gets an outside edge to the third man boundary, that went along the ground past second slip",1st innings,0.3,four,4,4,4/0,"Roach to Watson, FOUR runs",,"a fuller ball and Watson pushes forward to defend but gets an outside edge to the third man boundary, that went along the ground past second slip",0
3,4,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, no run defended from the crease back down the pitch",1st innings,0.4,no run,4,0,4/0,"Roach to Watson, no run",,defended from the crease back down the pitch,0
4,5,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, no run played off the back foot on the off side",1st innings,0.5,no run,4,0,4/0,"Roach to Watson, no run",,played off the back foot on the off side,0
5,6,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, 1 run a short ball, Watson tries to pull but doesn't middle it, the ball lobs towards midwicket",1st innings,0.6,run,5,1,5/0,"Roach to Watson, 1 run",,"a short ball, Watson tries to pull but doesn't middle it, the ball lobs towards midwicket",0
6,7,Shane Watson,8180,Dwayne Bravo,51439,"DJ Bravo to Watson, no run a confident appeal for lbw first up but the umpire says not out. Darren Sammy has asked for a review. The ball had nipped into the right-hander from a good length just outside off and beat the front-foot drive. Replays are taking a while and when we finally have them they indicate that the impact on the pad was marginally outside off stump. So the decision will stay with the on-field call. That ball was going on to hit off stump. Had the umpire given it out, and Watson reviewed it, it would have stayed out. He's survived by the narrowest of margins.",1st innings,1.1,no run,5,0,5/0,"DJ Bravo to Watson, no run",,"a confident appeal for lbw first up but the umpire says not out. Darren Sammy has asked for a review. The ball had nipped into the right-hander from a good length just outside off and beat the front-foot drive. Replays are taking a while and when we finally have them they indicate that the impact on the pad was marginally outside off stump. So the decision will stay with the on-field call. That ball was going on to hit off stump. Had the umpire given it out, and Watson reviewed it, it would have stayed out. He's survived by the narrowest of margins.",0
7,8,Shane Watson,8180,Dwayne Bravo,51439,"DJ Bravo to Watson, FOUR runs short and wide outside off, Watson frees those powerful arms and cuts hard over the leaping fielder at point",1st innings,1.2,four,9,4,9/0,"DJ Bravo to Watson, FOUR runs",,"short and wide outside off, Watson frees those powerful arms and cuts hard over the leaping fielder at point",0
8,9,Shane Watson,8180,Dwayne Bravo,51439,"DJ Bravo to Watson, FOUR runs this time he drives powerfully, and finds the gap at cover, consecutive boundaries",1st innings,1.3,four,13,4,13/0,"DJ Bravo to Watson, FOUR runs",,"this time he drives powerfully, and finds the gap at cover, consecutive boundaries",0
9,10,Shane Watson,8180,Dwayne Bravo,51439,"DJ Bravo to Watson, no run driven on the front foot to mid-on",1st innings,1.4,no run,13,0,13/0,"DJ Bravo to Watson, no run",,driven on the front foot to mid-on,0
10,10,Shane Watson,8180,Dwayne Bravo,51439,"DJ Bravo to Watson, 1 wide short ball and far down leg side, that's the first extra of the day",1st innings,1.4,wide,14,1,14/0,"DJ Bravo to Watson, 1 wide",,"short ball and far down leg side, that's the first extra of the day",0
