,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,0,Anamul Haque,380354,Hamid Hassan,311427,"Hamid Hassan to Anamul Haque, 1 wide starts off with a wide outside off. Some movement away",1st innings,Tamim Iqbal,56194,,,0.0,wide,1,1,1/0,"Hamid Hassan to Anamul Haque, 1 wide",,starts off with a wide outside off. Some movement away,0
1,1,Anamul Haque,380354,Hamid Hassan,311427,"Hamid Hassan to Anamul Haque, no run on target now, some shape away, defended off the front foot",1st innings,Tamim Iqbal,56194,,,0.1,no run,1,0,1/0,"Hamid Hassan to Anamul Haque, no run",,"on target now, some shape away, defended off the front foot",0
2,2,Anamul Haque,380354,Hamid Hassan,311427,"Hamid Hassan to Anamul Haque, no run beats Bijoy for pace. Hits him on the thigh pad. 139ks",1st innings,Tamim Iqbal,56194,,,0.2,no run,1,0,1/0,"Hamid Hassan to Anamul Haque, no run",,beats Bijoy for pace. Hits him on the thigh pad. 139ks,0
3,3,Anamul Haque,380354,Hamid Hassan,311427,"Hamid Hassan to Anamul Haque, no run again hits the bat high. On a length outside off, Bijoy goes to defend, and is hit on the shoulder of the bat and a bit on the glove too",1st innings,Tamim Iqbal,56194,,,0.3,no run,1,0,1/0,"Hamid Hassan to Anamul Haque, no run",,"again hits the bat high. On a length outside off, Bijoy goes to defend, and is hit on the shoulder of the bat and a bit on the glove too",0
4,4,Anamul Haque,380354,Hamid Hassan,311427,"Hamid Hassan to Anamul Haque, 1 run too full and too straight this time, 141ks, picked away for a single",1st innings,Tamim Iqbal,56194,,,0.4,run,2,1,2/0,"Hamid Hassan to Anamul Haque, 1 run",,"too full and too straight this time, 141ks, picked away for a single",0
5,5,Tamim Iqbal,56194,Hamid Hassan,311427,"Hamid Hassan to Tamim Iqbal, no run lovely first ball to Tamim. Nearly a yorker. This dips at him and swings away a touch. Dug out in front of off",1st innings,Anamul Haque,380354,,,0.5,no run,2,0,2/0,"Hamid Hassan to Tamim Iqbal, no run",,lovely first ball to Tamim. Nearly a yorker. This dips at him and swings away a touch. Dug out in front of off,0
6,6,Tamim Iqbal,56194,Hamid Hassan,311427,"Hamid Hassan to Tamim Iqbal, no run full and straight, middle and leg, defended by Tamim",1st innings,Anamul Haque,380354,,,0.6,no run,2,0,2/0,"Hamid Hassan to Tamim Iqbal, no run",,"full and straight, middle and leg, defended by Tamim",0
7,7,Anamul Haque,380354,Shapoor Zadran,319746,"Shapoor Zadran to Anamul Haque, no run on a length, on off, 135ks, no swing, defended off the outside half of the bat",1st innings,Tamim Iqbal,56194,Hamid Hassan,311427,1.1,no run,2,0,2/0,"Shapoor Zadran to Anamul Haque, no run",,"on a length, on off, 135ks, no swing, defended off the outside half of the bat",0
8,8,Anamul Haque,380354,Shapoor Zadran,319746,"Shapoor Zadran to Anamul Haque, 1 run short of a length, outside off, he runs it down to third man for a single",1st innings,Tamim Iqbal,56194,Hamid Hassan,311427,1.2,run,3,1,3/0,"Shapoor Zadran to Anamul Haque, 1 run",,"short of a length, outside off, he runs it down to third man for a single",0
9,9,Tamim Iqbal,56194,Shapoor Zadran,319746,"Shapoor Zadran to Tamim Iqbal, no run tucks him up with one in his ribs. Tamim thinks he can work this shortish delivery to leg, but is beaten by the extra bounce. He is hit",1st innings,Anamul Haque,380354,Hamid Hassan,311427,1.3,no run,3,0,3/0,"Shapoor Zadran to Tamim Iqbal, no run",,"tucks him up with one in his ribs. Tamim thinks he can work this shortish delivery to leg, but is beaten by the extra bounce. He is hit",0
