,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Alex Carey,326434,Bhuvneshwar Kumar,326016,"Kumar to Carey, 1 run good length, slanted across, caught in two minds as to whether leave or play and ends up knocking it a tad inadvertently to third man",1st innings,0.1,run,1,1,1/0,"Kumar to Carey, 1 run",,"good length, slanted across, caught in two minds as to whether leave or play and ends up knocking it a tad inadvertently to third man",0
1,2,Aaron Finch,5334,Bhuvneshwar Kumar,326016,"Kumar to Finch, no run just short of a good length, pitching outside off and seaming away, left alone",1st innings,0.2,no run,1,0,1/0,"Kumar to Finch, no run",,"just short of a good length, pitching outside off and seaming away, left alone",0
2,3,Aaron Finch,5334,Bhuvneshwar Kumar,326016,"Kumar to Finch, no run seams away off a length from outside off, left alone",1st innings,0.3,no run,1,0,1/0,"Kumar to Finch, no run",,"seams away off a length from outside off, left alone",0
3,4,Aaron Finch,5334,Bhuvneshwar Kumar,326016,"Kumar to Finch, no run <b>misjudgment from Finch!</b> Shoulders arms to a short of a length delivery that causes a puff of dust to go up and cuts in super sharply to hit Finch's pad. Extra bounce saves him",1st innings,0.4,no run,1,0,1/0,"Kumar to Finch, no run",,<b>misjudgment from Finch!</b> Shoulders arms to a short of a length delivery that causes a puff of dust to go up and cuts in super sharply to hit Finch's pad. Extra bounce saves him,0
4,5,Aaron Finch,5334,Bhuvneshwar Kumar,326016,"Kumar to Finch, no run straight lines outside off, left alone",1st innings,0.5,no run,1,0,1/0,"Kumar to Finch, no run",,"straight lines outside off, left alone",0
5,6,Aaron Finch,5334,Bhuvneshwar Kumar,326016,"Kumar to Finch, no run <b>Finch nicks but falls short of Rohit at first slip</b>. Gets a tad squared up as he defends this length ball, subtle movements are causing trouble.They're magnified when you're out of form",1st innings,0.6,no run,1,0,1/0,"Kumar to Finch, no run",,"<b>Finch nicks but falls short of Rohit at first slip</b>. Gets a tad squared up as he defends this length ball, subtle movements are causing trouble.They're magnified when you're out of form",0
6,7,Alex Carey,326434,Mohammed Shami,481896,"Mohammed Shami to Carey, no run length ball outside off, defended",1st innings,1.1,no run,1,0,1/0,"Mohammed Shami to Carey, no run",,"length ball outside off, defended",0
7,8,Alex Carey,326434,Mohammed Shami,481896,"Mohammed Shami to Carey, no run good length, angled across off, punchily blocked towards point",1st innings,1.2,no run,1,0,1/0,"Mohammed Shami to Carey, no run",,"good length, angled across off, punchily blocked towards point",0
8,9,Alex Carey,326434,Mohammed Shami,481896,"Mohammed Shami to Carey, FOUR runs shortish, cuts away farther away from him, drags a pull from well outside his reach and sends it through midwicket. Easily gets on top of the bounce because of the gentle pace",1st innings,1.3,four,5,4,5/0,"Mohammed Shami to Carey, FOUR runs",,"shortish, cuts away farther away from him, drags a pull from well outside his reach and sends it through midwicket. Easily gets on top of the bounce because of the gentle pace",0
9,10,Alex Carey,326434,Mohammed Shami,481896,"Mohammed Shami to Carey, no run <b>Jadeja has a shy at the stumps and misses!</b> Carey is squared up as he closes the face and gets a leading edge towards point. Finch takes off for a single and is sent back. Boy is he struggling on all fronts",1st innings,1.4,no run,5,0,5/0,"Mohammed Shami to Carey, no run",,<b>Jadeja has a shy at the stumps and misses!</b> Carey is squared up as he closes the face and gets a leading edge towards point. Finch takes off for a single and is sent back. Boy is he struggling on all fronts,0
10,11,Alex Carey,326434,Mohammed Shami,481896,"Mohammed Shami to Carey, no run throws his hands at a wide fuller ball and misses",1st innings,1.5,no run,5,0,5/0,"Mohammed Shami to Carey, no run",,throws his hands at a wide fuller ball and misses,0
11,12,Alex Carey,326434,Mohammed Shami,481896,"Mohammed Shami to Carey, no run late seam away from a length just outside off, left alone",1st innings,1.6,no run,5,0,5/0,"Mohammed Shami to Carey, no run",,"late seam away from a length just outside off, left alone",0
