,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Travis Head,530011,Dale Steyn,47492,"Steyn to Head, no run 135kph<strong> beaten outside off</strong>. What a beauty first up, good length, fourth stump across him and no swing and it zipped past the edge",1st innings,Aaron Finch,5334,,,0.1,no run,0,0,0/0,"Steyn to Head, no run",135kph,"135kph<strong> beaten outside off</strong>. What a beauty first up, good length, fourth stump across him and no swing and it zipped past the edge",0
1,2,Travis Head,530011,Dale Steyn,47492,"Steyn to Head, 1 run shorter length, he drops it at his feet on the leg side and they hustle through for a quick one",1st innings,Aaron Finch,5334,,,0.2,run,1,1,1/0,"Steyn to Head, 1 run",,"shorter length, he drops it at his feet on the leg side and they hustle through for a quick one",0
2,3,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, 2 runs leg stump, 134kph, he clips this neatly behind square on the leg side and fine leg has to come around, an easy two for Finch",1st innings,Travis Head,530011,,,0.3,run,3,2,3/0,"Steyn to Finch, 2 runs",134kph,"leg stump, 134kph, he clips this neatly behind square on the leg side and fine leg has to come around, an easy two for Finch",0
3,4,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, no run 135kph, good length, fifth stump line, no swing evident, he shoulders arms and lets this pass. Good carry to the keeper",1st innings,Travis Head,530011,,,0.4,no run,3,0,3/0,"Steyn to Finch, no run",135kph,"135kph, good length, fifth stump line, no swing evident, he shoulders arms and lets this pass. Good carry to the keeper",0
4,5,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, no run 134kph, good length, hint of shape away and again he leaves this alone",1st innings,Travis Head,530011,,,0.5,no run,3,0,3/0,"Steyn to Finch, no run",134kph,"134kph, good length, hint of shape away and again he leaves this alone",0
5,6,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, no run 136kph, back of a length, off stump line, he stands up and defends on the back foot to cover",1st innings,Travis Head,530011,,,0.6,no run,3,0,3/0,"Steyn to Finch, no run",136kph,"136kph, back of a length, off stump line, he stands up and defends on the back foot to cover",0
6,7,Travis Head,530011,Lungi Ngidi,542023,"Ngidi to Head, no run 134kph, shorter and angling across, he's squared up completely defending towards point",1st innings,Aaron Finch,5334,Dale Steyn,47492,1.1,no run,3,0,3/0,"Ngidi to Head, no run",134kph,"134kph, shorter and angling across, he's squared up completely defending towards point",0
7,8,Travis Head,530011,Lungi Ngidi,542023,"Ngidi to Head, no run 137kph, good length angling across, he defends on the front foot to mid off",1st innings,Aaron Finch,5334,Dale Steyn,47492,1.2,no run,3,0,3/0,"Ngidi to Head, no run",137kph,"137kph, good length angling across, he defends on the front foot to mid off",0
8,9,Travis Head,530011,Lungi Ngidi,542023,"Ngidi to Head, no run 136kph, <strong>beaten</strong> fending at one that nips away off the seam outside off stump! Stuck on the crease, that seamed and bounced",1st innings,Aaron Finch,5334,Dale Steyn,47492,1.3,no run,3,0,3/0,"Ngidi to Head, no run",136kph,"136kph, <strong>beaten</strong> fending at one that nips away off the seam outside off stump! Stuck on the crease, that seamed and bounced",0
9,10,Travis Head,530011,Lungi Ngidi,542023,"Ngidi to Head, no run 135kph, much shorter, he's standing up and punching off the back foot to cover",1st innings,Aaron Finch,5334,Dale Steyn,47492,1.4,no run,3,0,3/0,"Ngidi to Head, no run",135kph,"135kph, much shorter, he's standing up and punching off the back foot to cover",0
10,11,Travis Head,530011,Lungi Ngidi,542023,"Ngidi to Head, no run good length, middle and off, he's defending on the front foot",1st innings,Aaron Finch,5334,Dale Steyn,47492,1.5,no run,3,0,3/0,"Ngidi to Head, no run",,"good length, middle and off, he's defending on the front foot",0
11,12,Travis Head,530011,Lungi Ngidi,542023,"Ngidi to Head, no run 135kph, fuller on middle, he pushes a ball on the front foot mid on",1st innings,Aaron Finch,5334,Dale Steyn,47492,1.6,no run,3,0,3/0,"Ngidi to Head, no run",135kph,"135kph, fuller on middle, he pushes a ball on the front foot mid on",0
12,13,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, no run 140kph, great length, off stump, hint of swing away, he presses forward and defends firmly back to the bowler",1st innings,Travis Head,530011,Lungi Ngidi,542023,2.1,no run,3,0,3/0,"Steyn to Finch, no run",140kph,"140kph, great length, off stump, hint of swing away, he presses forward and defends firmly back to the bowler",0
13,14,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, 1 run 139kph, back of a length, quick feet, he's back and working to the gap in midwicket for one, good batting",1st innings,Travis Head,530011,Lungi Ngidi,542023,2.2,run,4,1,4/0,"Steyn to Finch, 1 run",139kph,"139kph, back of a length, quick feet, he's back and working to the gap in midwicket for one, good batting",0
14,15,Travis Head,530011,Dale Steyn,47492,"Steyn to Head, OUT <strong>edged and caught behind!</strong> This was almost a half-volley, across the left-hander, Head's feet were stuck in cement on the crease as threw the hands at a drive and got a thin edge through to de Kock and he gleefully accepts the simple catch. Great start for the great Dale Steyn.",1st innings,Aaron Finch,5334,Lungi Ngidi,542023,2.3,out,4,0,4/1,"Steyn to Head, OUT",,"<strong>edged and caught behind!</strong> This was almost a half-volley, across the left-hander, Head's feet were stuck in cement on the crease as threw the hands at a drive and got a thin edge through to de Kock and he gleefully accepts the simple catch. Great start for the great Dale Steyn.",1
