,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,James McCollum,470917,Romario Shepherd,677077,"Shepherd to McCollum, no run pitched up, good seam presentation and there's some away swing as McCollum leans out and pokes towards point",1st innings,Paul Stirling,303427,,,0.1,no run,0,0,0/0,"Shepherd to McCollum, no run",,"pitched up, good seam presentation and there's some away swing as McCollum leans out and pokes towards point",0
1,2,James McCollum,470917,Romario Shepherd,677077,"Shepherd to McCollum, 1 leg bye fired in straighter, this doesn't swing and McCollum deflects it around the corner off the pads... appeal for lbw by Ruchira Palliyaguruge is unmoved",1st innings,Paul Stirling,303427,,,0.2,leg bye,1,1,1/0,"Shepherd to McCollum, 1 leg bye",,"fired in straighter, this doesn't swing and McCollum deflects it around the corner off the pads... appeal for lbw by Ruchira Palliyaguruge is unmoved",0
2,3,Paul Stirling,303427,Romario Shepherd,677077,"Shepherd to Stirling, 2 runs fullish length and curling away at 131kph, nicely pinged through cover point by Stirling",1st innings,James McCollum,470917,,,0.3,run,3,2,3/0,"Shepherd to Stirling, 2 runs",131kph,"fullish length and curling away at 131kph, nicely pinged through cover point by Stirling",0
3,4,Paul Stirling,303427,Romario Shepherd,677077,"Shepherd to Stirling, 2 runs back of a length on the hip and Stirling clips it up and over square leg for a couple",1st innings,James McCollum,470917,,,0.4,run,5,2,5/0,"Shepherd to Stirling, 2 runs",,back of a length on the hip and Stirling clips it up and over square leg for a couple,0
4,5,Paul Stirling,303427,Romario Shepherd,677077,"Shepherd to Stirling, no run tight lines, 131kph/81mph over the top of off stump and he shows it a straight bat",1st innings,James McCollum,470917,,,0.5,no run,5,0,5/0,"Shepherd to Stirling, no run",131kph,"tight lines, 131kph/81mph over the top of off stump and he shows it a straight bat",0
5,6,Paul Stirling,303427,Romario Shepherd,677077,"Shepherd to Stirling, no run length, touch wider and tapped down into the covers to complete a steady first over",1st innings,James McCollum,470917,,,0.6,no run,5,0,5/0,"Shepherd to Stirling, no run",,"length, touch wider and tapped down into the covers to complete a steady first over",0
6,7,James McCollum,470917,Oshane Thomas,914567,"Thomas to McCollum, 3 runs starts full on the pads and McCollum whips him away through midwicket for three straight up",1st innings,Paul Stirling,303427,Romario Shepherd,677077,1.1,run,8,3,8/0,"Thomas to McCollum, 3 runs",,starts full on the pads and McCollum whips him away through midwicket for three straight up,0
7,8,Paul Stirling,303427,Oshane Thomas,914567,"Thomas to Stirling, no run oof, <b>that's a cracker!</b> Hard length and nibbling away on off stump, beats the outside edge with Stirling hanging back",1st innings,James McCollum,470917,Romario Shepherd,677077,1.2,no run,8,0,8/0,"Thomas to Stirling, no run",,"oof, <b>that's a cracker!</b> Hard length and nibbling away on off stump, beats the outside edge with Stirling hanging back",0
8,9,Paul Stirling,303427,Oshane Thomas,914567,"Thomas to Stirling, no run short ball, goes to pull, <b>ricochets into his box!</b> Stirling swung hard but only succeeded in deflecting an under-edge down into his special place... Takes a moment to compose himself",1st innings,James McCollum,470917,Romario Shepherd,677077,1.3,no run,8,0,8/0,"Thomas to Stirling, no run",,"short ball, goes to pull, <b>ricochets into his box!</b> Stirling swung hard but only succeeded in deflecting an under-edge down into his special place... Takes a moment to compose himself",0
9,10,Paul Stirling,303427,Oshane Thomas,914567,"Thomas to Stirling, no run pitched up outside off, 139kph/87mph and smoked straight to cover on the drive. Timed beautifully but picks out the fielder",1st innings,James McCollum,470917,Romario Shepherd,677077,1.4,no run,8,0,8/0,"Thomas to Stirling, no run",139kph,"pitched up outside off, 139kph/87mph and smoked straight to cover on the drive. Timed beautifully but picks out the fielder",0
10,11,Paul Stirling,303427,Oshane Thomas,914567,"Thomas to Stirling, no run length, up to 140kph and Stirling shows it a straight bat",1st innings,James McCollum,470917,Romario Shepherd,677077,1.5,no run,8,0,8/0,"Thomas to Stirling, no run",140kph,"length, up to 140kph and Stirling shows it a straight bat",0
11,12,Paul Stirling,303427,Oshane Thomas,914567,"Thomas to Stirling, no run comes across to defend a back-of-a-length ball on off stump",1st innings,James McCollum,470917,Romario Shepherd,677077,1.6,no run,8,0,8/0,"Thomas to Stirling, no run",,comes across to defend a back-of-a-length ball on off stump,0
12,13,James McCollum,470917,Romario Shepherd,677077,"Shepherd to McCollum, no run fullish in the channel, steered towards cover point",1st innings,Paul Stirling,303427,Oshane Thomas,914567,2.1,no run,8,0,8/0,"Shepherd to McCollum, no run",,"fullish in the channel, steered towards cover point",0
13,14,James McCollum,470917,Romario Shepherd,677077,"Shepherd to McCollum, no run touch shorter, 137kph/85mph and defended coming across on off",1st innings,Paul Stirling,303427,Oshane Thomas,914567,2.2,no run,8,0,8/0,"Shepherd to McCollum, no run",137kph,"touch shorter, 137kph/85mph and defended coming across on off",0
14,15,James McCollum,470917,Romario Shepherd,677077,"Shepherd to McCollum, no run hits the pitch, tight lines around off stump and McCollum defends",1st innings,Paul Stirling,303427,Oshane Thomas,914567,2.3,no run,8,0,8/0,"Shepherd to McCollum, no run",,"hits the pitch, tight lines around off stump and McCollum defends",0
15,16,James McCollum,470917,Romario Shepherd,677077,"Shepherd to McCollum, FOUR runs short ball, <b>tonked through square leg on the pull!</b> Sits up nicely and McCollum is quickly into position to swing it away",1st innings,Paul Stirling,303427,Oshane Thomas,914567,2.4,four,12,4,12/0,"Shepherd to McCollum, FOUR runs",,"short ball, <b>tonked through square leg on the pull!</b> Sits up nicely and McCollum is quickly into position to swing it away",0
16,17,James McCollum,470917,Romario Shepherd,677077,"Shepherd to McCollum, no run length ball, 134kph and thuds into the splice as he pushes forward in defence",1st innings,Paul Stirling,303427,Oshane Thomas,914567,2.5,no run,12,0,12/0,"Shepherd to McCollum, no run",134kph,"length ball, 134kph and thuds into the splice as he pushes forward in defence",0
17,18,James McCollum,470917,Romario Shepherd,677077,"Shepherd to McCollum, no run good length around off stump, defended square",1st innings,Paul Stirling,303427,Oshane Thomas,914567,2.6,no run,12,0,12/0,"Shepherd to McCollum, no run",,"good length around off stump, defended square",0
18,19,Paul Stirling,303427,Oshane Thomas,914567,"Thomas to Stirling, 1 run short ball, 138kph on the hip and worked away to deep backward square",1st innings,James McCollum,470917,Romario Shepherd,677077,3.1,run,13,1,13/0,"Thomas to Stirling, 1 run",138kph,"short ball, 138kph on the hip and worked away to deep backward square",0
19,20,James McCollum,470917,Oshane Thomas,914567,"Thomas to McCollum, no run goes for the yorker, tailing in on off stump, McCollum jams his bat down in defence",1st innings,Paul Stirling,303427,Romario Shepherd,677077,3.2,no run,13,0,13/0,"Thomas to McCollum, no run",,"goes for the yorker, tailing in on off stump, McCollum jams his bat down in defence",0
20,21,James McCollum,470917,Oshane Thomas,914567,"Thomas to McCollum, no run back of a length, 139kph and seaming away outside off, left alone",1st innings,Paul Stirling,303427,Romario Shepherd,677077,3.3,no run,13,0,13/0,"Thomas to McCollum, no run",139kph,"back of a length, 139kph and seaming away outside off, left alone",0
21,22,James McCollum,470917,Oshane Thomas,914567,"Thomas to McCollum, no run angled in, shortish length and blocked with a straight bat",1st innings,Paul Stirling,303427,Romario Shepherd,677077,3.4,no run,13,0,13/0,"Thomas to McCollum, no run",,"angled in, shortish length and blocked with a straight bat",0
22,23,James McCollum,470917,Oshane Thomas,914567,"Thomas to McCollum, FOUR runs short and wide, 137kph and he uses the pace to his advantage, <b>slashed hard through backward point</b> - gives third man no chance, even though he only has to move a few yards to his right!",1st innings,Paul Stirling,303427,Romario Shepherd,677077,3.5,four,17,4,17/0,"Thomas to McCollum, FOUR runs",137kph,"short and wide, 137kph and he uses the pace to his advantage, <b>slashed hard through backward point</b> - gives third man no chance, even though he only has to move a few yards to his right!",0
23,24,James McCollum,470917,Oshane Thomas,914567,"Thomas to McCollum, no run dug in at 140kph and defended from the crease",1st innings,Paul Stirling,303427,Romario Shepherd,677077,3.6,no run,17,0,17/0,"Thomas to McCollum, no run",140kph,dug in at 140kph and defended from the crease,0
24,25,Paul Stirling,303427,Romario Shepherd,677077,"Shepherd to Stirling, no run shortish on off stump, Stirling blocks",1st innings,James McCollum,470917,Oshane Thomas,914567,4.1,no run,17,0,17/0,"Shepherd to Stirling, no run",,"shortish on off stump, Stirling blocks",0
25,26,Paul Stirling,303427,Romario Shepherd,677077,"Shepherd to Stirling, no run pitched up, slightly wide and punched towards point",1st innings,James McCollum,470917,Oshane Thomas,914567,4.2,no run,17,0,17/0,"Shepherd to Stirling, no run",,"pitched up, slightly wide and punched towards point",0
26,27,Paul Stirling,303427,Romario Shepherd,677077,"Shepherd to Stirling, no run touch shorter, Stirling punches the ball square but again can't get it through",1st innings,James McCollum,470917,Oshane Thomas,914567,4.3,no run,17,0,17/0,"Shepherd to Stirling, no run",,"touch shorter, Stirling punches the ball square but again can't get it through",0
27,28,Paul Stirling,303427,Romario Shepherd,677077,"Shepherd to Stirling, no run defended into the covers with a loud shout of 'No!'",1st innings,James McCollum,470917,Oshane Thomas,914567,4.4,no run,17,0,17/0,"Shepherd to Stirling, no run",,defended into the covers with a loud shout of 'No!',0
28,29,Paul Stirling,303427,Romario Shepherd,677077,"Shepherd to Stirling, no run slightly low arm from Shepherd, 125kph and short of a length as Stirling again shows it a straight bat",1st innings,James McCollum,470917,Oshane Thomas,914567,4.5,no run,17,0,17/0,"Shepherd to Stirling, no run",125kph,"slightly low arm from Shepherd, 125kph and short of a length as Stirling again shows it a straight bat",0
29,30,Paul Stirling,303427,Romario Shepherd,677077,"Shepherd to Stirling, no run shortish on the stumps and prodded towards mid-on - that's a maiden over from Shepherd",1st innings,James McCollum,470917,Oshane Thomas,914567,4.6,no run,17,0,17/0,"Shepherd to Stirling, no run",,shortish on the stumps and prodded towards mid-on - that's a maiden over from Shepherd,0
30,31,James McCollum,470917,Oshane Thomas,914567,"Thomas to McCollum, 1 run oof, short and nasty, 144kph/89mph and thudding into the bat handle, got big on McCollum as he fended at it, squirted through backward point",1st innings,Paul Stirling,303427,Romario Shepherd,677077,5.1,run,18,1,18/0,"Thomas to McCollum, 1 run",144kph,"oof, short and nasty, 144kph/89mph and thudding into the bat handle, got big on McCollum as he fended at it, squirted through backward point",0
31,32,Paul Stirling,303427,Oshane Thomas,914567,"Thomas to Stirling, no run back of a length, comes across and defends",1st innings,James McCollum,470917,Romario Shepherd,677077,5.2,no run,18,0,18/0,"Thomas to Stirling, no run",,"back of a length, comes across and defends",0
32,33,Paul Stirling,303427,Oshane Thomas,914567,"Thomas to Stirling, no run dug in short, 139kph and Stirling is quick to sway out of the way",1st innings,James McCollum,470917,Romario Shepherd,677077,5.3,no run,18,0,18/0,"Thomas to Stirling, no run",139kph,"dug in short, 139kph and Stirling is quick to sway out of the way",0
