,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Tamim Iqbal,56194,Kemar Roach,230553,"Roach to Tamim Iqbal, 1 run pushed forward to a good length delivery angling across him from over the wicket, the ball thuds off his pad and goes behind point, a bit of bat on that too",1st innings,0.1,run,1,1,1/0,"Roach to Tamim Iqbal, 1 run",,"pushed forward to a good length delivery angling across him from over the wicket, the ball thuds off his pad and goes behind point, a bit of bat on that too",0
1,2,Anamul Haque,380354,Kemar Roach,230553,"Roach to Anamul Haque, 1 run urgent running between the wickets, Anamul jumps back and pushes the ball gently towards mid-on, the fielder is a bit deep",1st innings,0.2,run,2,1,2/0,"Roach to Anamul Haque, 1 run",,"urgent running between the wickets, Anamul jumps back and pushes the ball gently towards mid-on, the fielder is a bit deep",0
2,3,Tamim Iqbal,56194,Kemar Roach,230553,"Roach to Tamim Iqbal, no run defended on the front foot on the off side",1st innings,0.3,no run,2,0,2/0,"Roach to Tamim Iqbal, no run",,defended on the front foot on the off side,0
3,4,Tamim Iqbal,56194,Kemar Roach,230553,"Roach to Tamim Iqbal, 2 runs too full around off stump, Tamim eases on to the front foot and drives through cover",1st innings,0.4,run,4,2,4/0,"Roach to Tamim Iqbal, 2 runs",,"too full around off stump, Tamim eases on to the front foot and drives through cover",0
4,5,Tamim Iqbal,56194,Kemar Roach,230553,"Roach to Tamim Iqbal, 1 run once again the calling is good and the running quick, Tamim came forward and placed the ball into the covers with a soft push",1st innings,0.5,run,5,1,5/0,"Roach to Tamim Iqbal, 1 run",,"once again the calling is good and the running quick, Tamim came forward and placed the ball into the covers with a soft push",0
5,6,Anamul Haque,380354,Kemar Roach,230553,"Roach to Anamul Haque, no run gets behind the line and defends back to the bowler",1st innings,0.6,no run,5,0,5/0,"Roach to Anamul Haque, no run",,gets behind the line and defends back to the bowler,0
6,7,Tamim Iqbal,56194,Ravi Rampaul,52912,"Rampaul to Tamim Iqbal, no run good length around middle and off, Tamim defends from his crease. I haven't seen much in the pitch for the bowlers so far",1st innings,1.1,no run,5,0,5/0,"Rampaul to Tamim Iqbal, no run",,"good length around middle and off, Tamim defends from his crease. I haven't seen much in the pitch for the bowlers so far",0
7,8,Tamim Iqbal,56194,Ravi Rampaul,52912,"Rampaul to Tamim Iqbal, no run short of a length outside off stump, left alone by the batsman",1st innings,1.2,no run,5,0,5/0,"Rampaul to Tamim Iqbal, no run",,"short of a length outside off stump, left alone by the batsman",0
8,9,Tamim Iqbal,56194,Ravi Rampaul,52912,"Rampaul to Tamim Iqbal, no run pitches fuller just outside off and there's seam and bounce away from the left-hander as Tamim lets it pass",1st innings,1.3,no run,5,0,5/0,"Rampaul to Tamim Iqbal, no run",,pitches fuller just outside off and there's seam and bounce away from the left-hander as Tamim lets it pass,0
9,10,Tamim Iqbal,56194,Ravi Rampaul,52912,"Rampaul to Tamim Iqbal, no run beaten! And comprehensively so, Tamim pushes forward and the ball whizzes past his outside edge, extra bounce",1st innings,1.4,no run,5,0,5/0,"Rampaul to Tamim Iqbal, no run",,"beaten! And comprehensively so, Tamim pushes forward and the ball whizzes past his outside edge, extra bounce",0
10,11,Tamim Iqbal,56194,Ravi Rampaul,52912,"Rampaul to Tamim Iqbal, 2 runs played to fine leg for a double",1st innings,1.5,run,7,2,7/0,"Rampaul to Tamim Iqbal, 2 runs",,played to fine leg for a double,0
11,12,Tamim Iqbal,56194,Ravi Rampaul,52912,"Rampaul to Tamim Iqbal, no run left alone outside off stump",1st innings,1.6,no run,7,0,7/0,"Rampaul to Tamim Iqbal, no run",,left alone outside off stump,0
12,13,Anamul Haque,380354,Kemar Roach,230553,"Roach to Anamul Haque, no run a full ball outside off, Anamul pushes forward but is beaten, played inside the line",1st innings,2.1,no run,7,0,7/0,"Roach to Anamul Haque, no run",,"a full ball outside off, Anamul pushes forward but is beaten, played inside the line",0
13,14,Anamul Haque,380354,Kemar Roach,230553,"Roach to Anamul Haque, no run Roach gets the ball to seam away a touch from a good length, Anamul pushes away from his body and is beaten",1st innings,2.2,no run,7,0,7/0,"Roach to Anamul Haque, no run",,"Roach gets the ball to seam away a touch from a good length, Anamul pushes away from his body and is beaten",0
14,15,Anamul Haque,380354,Kemar Roach,230553,"Roach to Anamul Haque, no run shorter length and wide outside off, left alone this time",1st innings,2.3,no run,7,0,7/0,"Roach to Anamul Haque, no run",,"shorter length and wide outside off, left alone this time",0
15,16,Anamul Haque,380354,Kemar Roach,230553,"Roach to Anamul Haque, no run short of a length with lift outside off, Anamul stays back and shoulders arms",1st innings,2.4,no run,7,0,7/0,"Roach to Anamul Haque, no run",,"short of a length with lift outside off, Anamul stays back and shoulders arms",0
16,17,Anamul Haque,380354,Kemar Roach,230553,"Roach to Anamul Haque, no run full but the line is a bit wide outside off stump, easy leave for Anamul",1st innings,2.5,no run,7,0,7/0,"Roach to Anamul Haque, no run",,"full but the line is a bit wide outside off stump, easy leave for Anamul",0
17,18,Anamul Haque,380354,Kemar Roach,230553,"Roach to Anamul Haque, 2 runs a low full toss and Anamul drives it through cover, not timed all that well",1st innings,2.6,run,9,2,9/0,"Roach to Anamul Haque, 2 runs",,"a low full toss and Anamul drives it through cover, not timed all that well",0
18,19,Tamim Iqbal,56194,Ravi Rampaul,52912,"Rampaul to Tamim Iqbal, 1 run clips this one behind square to the fielder at deep square leg for a single",1st innings,3.1,run,10,1,10/0,"Rampaul to Tamim Iqbal, 1 run",,clips this one behind square to the fielder at deep square leg for a single,0
19,20,Anamul Haque,380354,Ravi Rampaul,52912,"Rampaul to Anamul Haque, 1 run gets on top of this one from Rampaul, who provides a little extra bounce outside off, as this is caressed away square off the wicket",1st innings,3.2,run,11,1,11/0,"Rampaul to Anamul Haque, 1 run",,"gets on top of this one from Rampaul, who provides a little extra bounce outside off, as this is caressed away square off the wicket",0
20,21,Tamim Iqbal,56194,Ravi Rampaul,52912,"Rampaul to Tamim Iqbal, no run decides to leave this one just outside off. Excellent line and length from Rampaul here as he gets a touch of inswing which carries to the keeper",1st innings,3.3,no run,11,0,11/0,"Rampaul to Tamim Iqbal, no run",,decides to leave this one just outside off. Excellent line and length from Rampaul here as he gets a touch of inswing which carries to the keeper,0
21,22,Tamim Iqbal,56194,Ravi Rampaul,52912,"Rampaul to Tamim Iqbal, no run gets solidly behind this back of a length delivery on and around off",1st innings,3.4,no run,11,0,11/0,"Rampaul to Tamim Iqbal, no run",,gets solidly behind this back of a length delivery on and around off,0
22,23,Tamim Iqbal,56194,Ravi Rampaul,52912,"Rampaul to Tamim Iqbal, no run once again on the front foot as this one is defended with soft hands to the leg side",1st innings,3.5,no run,11,0,11/0,"Rampaul to Tamim Iqbal, no run",,once again on the front foot as this one is defended with soft hands to the leg side,0
23,24,Tamim Iqbal,56194,Ravi Rampaul,52912,"Rampaul to Tamim Iqbal, no run reaches out to this overpitched delivery just outside the off stump. Defended away to the off side by Tamim to end the over",1st innings,3.6,no run,11,0,11/0,"Rampaul to Tamim Iqbal, no run",,reaches out to this overpitched delivery just outside the off stump. Defended away to the off side by Tamim to end the over,0
