,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Fraser Watts,25120,Kevin O'Brien,24605,"O'Brien to Watts, 1 run angled down to third man, off the mark straight away",1st innings,,,0.1,run,1,1,1/0,"O'Brien to Watts, 1 run",,"angled down to third man, off the mark straight away",0
1,2,Preston Mommsen,461281,Kevin O'Brien,24605,"O'Brien to Mommsen, no run off the pads, the Irish start to appeal before realising the ball was missing leg",1st innings,,,0.2,no run,1,0,1/0,"O'Brien to Mommsen, no run",,"off the pads, the Irish start to appeal before realising the ball was missing leg",0
2,3,Preston Mommsen,461281,Kevin O'Brien,24605,"O'Brien to Mommsen, no run blocked on the front foot to short cover",1st innings,,,0.3,no run,1,0,1/0,"O'Brien to Mommsen, no run",,blocked on the front foot to short cover,0
3,4,Preston Mommsen,461281,Kevin O'Brien,24605,"O'Brien to Mommsen, 1 run a little width and cut on the back foot wide of third man",1st innings,,,0.4,run,2,1,2/0,"O'Brien to Mommsen, 1 run",,a little width and cut on the back foot wide of third man,0
4,5,Fraser Watts,25120,Kevin O'Brien,24605,"O'Brien to Watts, no run blocked on the front foot, the ball runs off to gully and well fielded",1st innings,,,0.5,no run,2,0,2/0,"O'Brien to Watts, no run",,"blocked on the front foot, the ball runs off to gully and well fielded",0
5,6,Fraser Watts,25120,Kevin O'Brien,24605,"O'Brien to Watts, no run solid defence on the front foot back to O'Brien",1st innings,Preston Mommsen,461281,1.0,no run,2,0,2/0,"O'Brien to Watts, no run",,solid defence on the front foot back to O'Brien,0
6,7,Preston Mommsen,461281,Trent Johnston,6038,"Johnston to Mommsen, no run swinging away from off-stump, left well alone",1st innings,,,1.1,no run,2,0,2/0,"Johnston to Mommsen, no run",,"swinging away from off-stump, left well alone",0
7,8,Preston Mommsen,461281,Trent Johnston,6038,"Johnston to Mommsen, no run similar line and Mommsen gets forward to leave",1st innings,,,1.2,no run,2,0,2/0,"Johnston to Mommsen, no run",,similar line and Mommsen gets forward to leave,0
8,9,Preston Mommsen,461281,Trent Johnston,6038,"Johnston to Mommsen, no run and again on a good length, Mommsen watches the ball whizz past",1st innings,,,1.3,no run,2,0,2/0,"Johnston to Mommsen, no run",,"and again on a good length, Mommsen watches the ball whizz past",0
9,10,Preston Mommsen,461281,Trent Johnston,6038,"Johnston to Mommsen, no run drives hard at cover on the fuller ball but straight to the fielder who gets his body behind it",1st innings,,,1.4,no run,2,0,2/0,"Johnston to Mommsen, no run",,drives hard at cover on the fuller ball but straight to the fielder who gets his body behind it,0
10,11,Preston Mommsen,461281,Trent Johnston,6038,"Johnston to Mommsen, no run shorter again and he shoulder arms ",1st innings,,,1.5,no run,2,0,2/0,"Johnston to Mommsen, no run",,shorter again and he shoulder arms ,0
11,12,Preston Mommsen,461281,Trent Johnston,6038,"Johnston to Mommsen, no run gets forward to leave it again, that's a maiden",1st innings,Fraser Watts,25120,2.0,no run,2,0,2/0,"Johnston to Mommsen, no run",,"gets forward to leave it again, that's a maiden",0
12,13,Fraser Watts,25120,Kevin O'Brien,24605,"O'Brien to Watts, no run left alone outside off-stump",1st innings,,,2.1,no run,2,0,2/0,"O'Brien to Watts, no run",,left alone outside off-stump,0
13,14,Fraser Watts,25120,Kevin O'Brien,24605,"O'Brien to Watts, no run gets forward with bat and pad, it hits the latter and runs away to midwicket",1st innings,,,2.2,no run,2,0,2/0,"O'Brien to Watts, no run",,"gets forward with bat and pad, it hits the latter and runs away to midwicket",0
14,15,Fraser Watts,25120,Kevin O'Brien,24605,"O'Brien to Watts, 1 run flicked off his hips round to fine leg, a little off balance as he stumbles through to complete the single",1st innings,,,2.3,run,3,1,3/0,"O'Brien to Watts, 1 run",,"flicked off his hips round to fine leg, a little off balance as he stumbles through to complete the single",0
15,16,Preston Mommsen,461281,Kevin O'Brien,24605,"O'Brien to Mommsen, FOUR runs a little full and too straight. Mommsen flicks the ball off his toes over square leg over the in field and away for the first boundary",1st innings,,,2.4,four,7,4,7/0,"O'Brien to Mommsen, FOUR runs",,a little full and too straight. Mommsen flicks the ball off his toes over square leg over the in field and away for the first boundary,0
16,17,Preston Mommsen,461281,Kevin O'Brien,24605,"O'Brien to Mommsen, no run solid defence on the front foot to short cover",1st innings,,,2.5,no run,7,0,7/0,"O'Brien to Mommsen, no run",,solid defence on the front foot to short cover,0
17,18,Preston Mommsen,461281,Kevin O'Brien,24605,"O'Brien to Mommsen, no run blocked back to the bowler on the front foot",1st innings,Fraser Watts,25120,3.0,no run,7,0,7/0,"O'Brien to Mommsen, no run",,blocked back to the bowler on the front foot,0
18,19,Fraser Watts,25120,Trent Johnston,6038,"Johnston to Watts, no run blocked on the front foot in to the covers",1st innings,,,3.1,no run,7,0,7/0,"Johnston to Watts, no run",,blocked on the front foot in to the covers,0
19,20,Fraser Watts,25120,Trent Johnston,6038,"Johnston to Watts, no run and again blocked away on the front foot to the off-side",1st innings,,,3.2,no run,7,0,7/0,"Johnston to Watts, no run",,and again blocked away on the front foot to the off-side,0
