,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Shane Watson,8180,Mohammad Amir,290948,"Mohammad Amir to Watson, FOUR runs and Watto has driven the first delivery of the day for four, a superb square-drive, full and wide, gets on a knee and cracks it past point",1st innings,Shaun Marsh,6683,,,0.1,four,4,4,4/0,"Mohammad Amir to Watson, FOUR runs",,"and Watto has driven the first delivery of the day for four, a superb square-drive, full and wide, gets on a knee and cracks it past point",0
1,1,Shane Watson,8180,Mohammad Amir,290948,"Mohammad Amir to Watson, 1 wide he is going for everything here, short and wide, angling away, and he throws the kitchen sink at it and misses, all fielders safe too",1st innings,Shaun Marsh,6683,,,0.1,wide,5,1,5/0,"Mohammad Amir to Watson, 1 wide",,"he is going for everything here, short and wide, angling away, and he throws the kitchen sink at it and misses, all fielders safe too",0
2,2,Shane Watson,8180,Mohammad Amir,290948,"Mohammad Amir to Watson, no run gets it closer to him, slightly fuller too, Watson shoulders arms",1st innings,Shaun Marsh,6683,,,0.2,no run,5,0,5/0,"Mohammad Amir to Watson, no run",,"gets it closer to him, slightly fuller too, Watson shoulders arms",0
3,3,Shane Watson,8180,Mohammad Amir,290948,"Mohammad Amir to Watson, no run a touch fuller, just outside off, angling away, Watson pushes forward and shoulders arms again",1st innings,Shaun Marsh,6683,,,0.3,no run,5,0,5/0,"Mohammad Amir to Watson, no run",,"a touch fuller, just outside off, angling away, Watson pushes forward and shoulders arms again",0
4,4,Shane Watson,8180,Mohammad Amir,290948,"Mohammad Amir to Watson, FOUR runs Aamer gets even fuller, in Watson's zone, and he unleashes another big drive, in front of cover this time, same result",1st innings,Shaun Marsh,6683,,,0.4,four,9,4,9/0,"Mohammad Amir to Watson, FOUR runs",,"Aamer gets even fuller, in Watson's zone, and he unleashes another big drive, in front of cover this time, same result",0
5,5,Shane Watson,8180,Mohammad Amir,290948,"Mohammad Amir to Watson, no run goes back to back of a length, pitched just outside off, lets it go",1st innings,Shaun Marsh,6683,,,0.5,no run,9,0,9/0,"Mohammad Amir to Watson, no run",,"goes back to back of a length, pitched just outside off, lets it go",0
6,6,Shane Watson,8180,Mohammad Amir,290948,"Mohammad Amir to Watson, no run a length delivery outside off, Watson thinks of a drive, but lets it go undisturbed",1st innings,Shaun Marsh,6683,,,0.6,no run,9,0,9/0,"Mohammad Amir to Watson, no run",,"a length delivery outside off, Watson thinks of a drive, but lets it go undisturbed",0
7,7,Shaun Marsh,6683,Umar Gul,43524,"Umar Gul to Marsh, 1 run squares Shaun Marsh first ball, perfect delivery for the left-hander, just back of a length, pitching middle and leg, angling towards the slips, the thick edge gets him off the mark",1st innings,Shane Watson,8180,Mohammad Amir,290948,1.1,run,10,1,10/0,"Umar Gul to Marsh, 1 run",,"squares Shaun Marsh first ball, perfect delivery for the left-hander, just back of a length, pitching middle and leg, angling towards the slips, the thick edge gets him off the mark",0
8,8,Shane Watson,8180,Umar Gul,43524,"Umar Gul to Watson, no run decent pace, <i>140ks</i>, just outside off, short of a length, and Watson lets it go",1st innings,Shaun Marsh,6683,Mohammad Amir,290948,1.2,no run,10,0,10/0,"Umar Gul to Watson, no run",,"decent pace, <i>140ks</i>, just outside off, short of a length, and Watson lets it go",0
9,9,Shane Watson,8180,Umar Gul,43524,"Umar Gul to Watson, FOUR runs pulled to long-on, this is not short enough, but Watson gets under it and up and over mid-on, and despite overnight rain, the outfield is fast",1st innings,Shaun Marsh,6683,Mohammad Amir,290948,1.3,four,14,4,14/0,"Umar Gul to Watson, FOUR runs",,"pulled to long-on, this is not short enough, but Watson gets under it and up and over mid-on, and despite overnight rain, the outfield is fast",0
10,10,Shane Watson,8180,Umar Gul,43524,"Umar Gul to Watson, no run good comeback, juags back in from back of a length, <i>143ks</i>, drops his wrists in a defensive shot",1st innings,Shaun Marsh,6683,Mohammad Amir,290948,1.4,no run,14,0,14/0,"Umar Gul to Watson, no run",,"good comeback, juags back in from back of a length, <i>143ks</i>, drops his wrists in a defensive shot",0
11,11,Shane Watson,8180,Umar Gul,43524,"Umar Gul to Watson, 2 runs the pull shot again, it's not short enough, but he pulls well, along the ground this time, through midwicket",1st innings,Shaun Marsh,6683,Mohammad Amir,290948,1.5,run,16,2,16/0,"Umar Gul to Watson, 2 runs",,"the pull shot again, it's not short enough, but he pulls well, along the ground this time, through midwicket",0
12,12,Shane Watson,8180,Umar Gul,43524,"Umar Gul to Watson, no run fuller delivery, aimed at top of off, Watson can't do much with it, and defends",1st innings,Shaun Marsh,6683,Mohammad Amir,290948,1.6,no run,16,0,16/0,"Umar Gul to Watson, no run",,"fuller delivery, aimed at top of off, Watson can't do much with it, and defends",0
13,13,Shaun Marsh,6683,Mohammad Amir,290948,"Mohammad Amir to Marsh, no run on target, not too short, at the off stump, Marsh defends",1st innings,Shane Watson,8180,Umar Gul,43524,2.1,no run,16,0,16/0,"Mohammad Amir to Marsh, no run",,"on target, not too short, at the off stump, Marsh defends",0
14,14,Shaun Marsh,6683,Mohammad Amir,290948,"Mohammad Amir to Marsh, no run misses out on that leg-side half-volley, a touch early into the attempted whip",1st innings,Shane Watson,8180,Umar Gul,43524,2.2,no run,16,0,16/0,"Mohammad Amir to Marsh, no run",,"misses out on that leg-side half-volley, a touch early into the attempted whip",0
15,15,Shaun Marsh,6683,Mohammad Amir,290948,"Mohammad Amir to Marsh, no run a slight leading edge as Marsh looks to turn this off his pads, rolls along to cover",1st innings,Shane Watson,8180,Umar Gul,43524,2.3,no run,16,0,16/0,"Mohammad Amir to Marsh, no run",,"a slight leading edge as Marsh looks to turn this off his pads, rolls along to cover",0
16,16,Shaun Marsh,6683,Mohammad Amir,290948,"Mohammad Amir to Marsh, no run gets his line back to around off again, on a length, <i>145ks</i>, pushed to mid-off",1st innings,Shane Watson,8180,Umar Gul,43524,2.4,no run,16,0,16/0,"Mohammad Amir to Marsh, no run",,"gets his line back to around off again, on a length, <i>145ks</i>, pushed to mid-off",0
17,17,Shaun Marsh,6683,Mohammad Amir,290948,"Mohammad Amir to Marsh, FOUR runs clever shot, gets some room to free his arms, guides it past the two slips, keeps it all along the ground, Gul's dive from third man is in vain. Good use of Aamer's pace",1st innings,Shane Watson,8180,Umar Gul,43524,2.5,four,20,4,20/0,"Mohammad Amir to Marsh, FOUR runs",,"clever shot, gets some room to free his arms, guides it past the two slips, keeps it all along the ground, Gul's dive from third man is in vain. Good use of Aamer's pace",0
18,18,Shaun Marsh,6683,Mohammad Amir,290948,"Mohammad Amir to Marsh, no run nearly a yorker, around the off line, and played down to mid-on",1st innings,Shane Watson,8180,Umar Gul,43524,2.6,no run,20,0,20/0,"Mohammad Amir to Marsh, no run",,"nearly a yorker, around the off line, and played down to mid-on",0
19,19,Shane Watson,8180,Umar Gul,43524,"Umar Gul to Watson, FOUR runs short and wide, cut away past point, thank you, come again",1st innings,Shaun Marsh,6683,Mohammad Amir,290948,3.1,four,24,4,24/0,"Umar Gul to Watson, FOUR runs",,"short and wide, cut away past point, thank you, come again",0
20,20,Shane Watson,8180,Umar Gul,43524,"Umar Gul to Watson, no run fuller this time, outside off, Watson gets his back pad across and lets it go",1st innings,Shaun Marsh,6683,Mohammad Amir,290948,3.2,no run,24,0,24/0,"Umar Gul to Watson, no run",,"fuller this time, outside off, Watson gets his back pad across and lets it go",0
21,21,Shane Watson,8180,Umar Gul,43524,"Umar Gul to Watson, FOUR runs this shot has paid a lot of bills for Watto, too short again, and he is in the position to pull early, and takes it from outside off, up and over midwicket",1st innings,Shaun Marsh,6683,Mohammad Amir,290948,3.3,four,28,4,28/0,"Umar Gul to Watson, FOUR runs",,"this shot has paid a lot of bills for Watto, too short again, and he is in the position to pull early, and takes it from outside off, up and over midwicket",0
22,22,Shane Watson,8180,Umar Gul,43524,"Umar Gul to Watson, no run slightly fuller, and Watson judges it well and chooses to not go after it",1st innings,Shaun Marsh,6683,Mohammad Amir,290948,3.4,no run,28,0,28/0,"Umar Gul to Watson, no run",,"slightly fuller, and Watson judges it well and chooses to not go after it",0
23,23,Shane Watson,8180,Umar Gul,43524,"Umar Gul to Watson, 1 run it's slightly shorter and wider, and enough for Watson to cut it, but it goes through the gully region and he gets a single to third man",1st innings,Shaun Marsh,6683,Mohammad Amir,290948,3.5,run,29,1,29/0,"Umar Gul to Watson, 1 run",,"it's slightly shorter and wider, and enough for Watson to cut it, but it goes through the gully region and he gets a single to third man",0
24,24,Shaun Marsh,6683,Umar Gul,43524,"Umar Gul to Marsh, no run gets the length right for Marsh, just back of a length, angling across him, and Marsh defends it back to the bowler",1st innings,Shane Watson,8180,Mohammad Amir,290948,3.6,no run,29,0,29/0,"Umar Gul to Marsh, no run",,"gets the length right for Marsh, just back of a length, angling across him, and Marsh defends it back to the bowler",0
25,25,Shane Watson,8180,Mohammad Amir,290948,"Mohammad Amir to Watson, FOUR runs the first streaky shot from Watson, a big drive with an open face from wide outside off, gets enough bat on it to clear the cover ring",1st innings,Shaun Marsh,6683,Umar Gul,43524,4.1,four,33,4,33/0,"Mohammad Amir to Watson, FOUR runs",,"the first streaky shot from Watson, a big drive with an open face from wide outside off, gets enough bat on it to clear the cover ring",0
26,26,Shane Watson,8180,Mohammad Amir,290948,"Mohammad Amir to Watson, no run pulls the length back a bit, looks to run it down to third man, can't beat backward point",1st innings,Shaun Marsh,6683,Umar Gul,43524,4.2,no run,33,0,33/0,"Mohammad Amir to Watson, no run",,"pulls the length back a bit, looks to run it down to third man, can't beat backward point",0
27,27,Shane Watson,8180,Mohammad Amir,290948,"Mohammad Amir to Watson, 2 runs in the Watson driving zone, he goes for it, no half measures, and even though he has skied it down the ground, he has got enough bat on it to disappoint mid-off running back",1st innings,Shaun Marsh,6683,Umar Gul,43524,4.3,run,35,2,35/0,"Mohammad Amir to Watson, 2 runs",,"in the Watson driving zone, he goes for it, no half measures, and even though he has skied it down the ground, he has got enough bat on it to disappoint mid-off running back",0
28,28,Shane Watson,8180,Mohammad Amir,290948,"Mohammad Amir to Watson, 2 runs short, gets width to cut, and cut he does, wide of third man, gets two",1st innings,Shaun Marsh,6683,Umar Gul,43524,4.4,run,37,2,37/0,"Mohammad Amir to Watson, 2 runs",,"short, gets width to cut, and cut he does, wide of third man, gets two",0
29,29,Shane Watson,8180,Mohammad Amir,290948,"Mohammad Amir to Watson, no run that's a good aggressive bouncer, <i>146ks</i>, aimed at the throat, Watson ducks",1st innings,Shaun Marsh,6683,Umar Gul,43524,4.5,no run,37,0,37/0,"Mohammad Amir to Watson, no run",,"that's a good aggressive bouncer, <i>146ks</i>, aimed at the throat, Watson ducks",0
30,30,Shane Watson,8180,Mohammad Amir,290948,"Mohammad Amir to Watson, 3 runs another big drive outside off, again he gets enough to clear the cover ring, this over has been a bit of a tease for the Pakistan fielders inside the ring on the off side",1st innings,Shaun Marsh,6683,Umar Gul,43524,4.6,run,40,3,40/0,"Mohammad Amir to Watson, 3 runs",,"another big drive outside off, again he gets enough to clear the cover ring, this over has been a bit of a tease for the Pakistan fielders inside the ring on the off side",0
31,31,Shane Watson,8180,Umar Gul,43524,"Umar Gul to Watson, no run just back of a length, not much room, forced to defend this to cover",1st innings,Shaun Marsh,6683,Mohammad Amir,290948,5.1,no run,40,0,40/0,"Umar Gul to Watson, no run",,"just back of a length, not much room, forced to defend this to cover",0
32,32,Shane Watson,8180,Umar Gul,43524,"Umar Gul to Watson, no run gets the length right again, just outside off, Watson makes a brave leave, but this doesn't nip back",1st innings,Shaun Marsh,6683,Mohammad Amir,290948,5.2,no run,40,0,40/0,"Umar Gul to Watson, no run",,"gets the length right again, just outside off, Watson makes a brave leave, but this doesn't nip back",0
33,33,Shane Watson,8180,Umar Gul,43524,"Umar Gul to Watson, 1 run this is a touch shorter, and Watson runs it down to third man, Aamer does well to keep them down to one, gets an applause from the crowd behind him",1st innings,Shaun Marsh,6683,Mohammad Amir,290948,5.3,run,41,1,41/0,"Umar Gul to Watson, 1 run",,"this is a touch shorter, and Watson runs it down to third man, Aamer does well to keep them down to one, gets an applause from the crowd behind him",0
34,34,Shaun Marsh,6683,Umar Gul,43524,"Umar Gul to Marsh, 1 run angling across him, slapped away powerfully, gets a single down to third man",1st innings,Shane Watson,8180,Mohammad Amir,290948,5.4,run,42,1,42/0,"Umar Gul to Marsh, 1 run",,"angling across him, slapped away powerfully, gets a single down to third man",0
35,35,Shane Watson,8180,Umar Gul,43524,"Umar Gul to Watson, no run looks to guide it to third man, but it's too close to do so, misses both the inside edge and the off stump",1st innings,Shaun Marsh,6683,Mohammad Amir,290948,5.5,no run,42,0,42/0,"Umar Gul to Watson, no run",,"looks to guide it to third man, but it's too close to do so, misses both the inside edge and the off stump",0
36,36,Shane Watson,8180,Umar Gul,43524,"Umar Gul to Watson, no run no room again, pushed to midwicket",1st innings,Shaun Marsh,6683,Mohammad Amir,290948,5.6,no run,42,0,42/0,"Umar Gul to Watson, no run",,"no room again, pushed to midwicket",0
