,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Morris Ouma,24750,Lasith Malinga,49758,"Malinga to Ouma, no run on target right away, going away from the right-hander, landing outside off stump, and beating him as he came forward, not much carry though",1st innings,0.1,no run,0,0,0/0,"Malinga to Ouma, no run",,"on target right away, going away from the right-hander, landing outside off stump, and beating him as he came forward, not much carry though",0
1,2,Morris Ouma,24750,Lasith Malinga,49758,"Malinga to Ouma, no run more away movement with that round-arm action, this time he was expecting it and leaves it alone, lot of bounce on this one",1st innings,0.2,no run,0,0,0/0,"Malinga to Ouma, no run",,"more away movement with that round-arm action, this time he was expecting it and leaves it alone, lot of bounce on this one",0
2,2,Morris Ouma,24750,Lasith Malinga,49758,"Malinga to Ouma, (no ball) 1 run bangs it in into the body, he fends it away fine on the leg side, Malinga has conceded a free-hit",1st innings,0.2,run,2,2,2/0,"Malinga to Ouma, (no ball) 1 run",,"bangs it in into the body, he fends it away fine on the leg side, Malinga has conceded a free-hit",0
3,3,Seren Waters,352894,Lasith Malinga,49758,"Malinga to Waters, 1 run bowls it full and swinging away outside off stump, he slaps it away in front of cover",1st innings,0.3,run,3,1,3/0,"Malinga to Waters, 1 run",,"bowls it full and swinging away outside off stump, he slaps it away in front of cover",0
4,4,Morris Ouma,24750,Lasith Malinga,49758,"Malinga to Ouma, no run bowls it wider outside off this time, consistently getting away movement, left alone",1st innings,0.4,no run,3,0,3/0,"Malinga to Ouma, no run",,"bowls it wider outside off this time, consistently getting away movement, left alone",0
5,5,Morris Ouma,24750,Lasith Malinga,49758,"Malinga to Ouma, no run Malinga is generating lots of bounce now, pitching back of a length outside off and whizzing away from the batsman, who shoulders arms",1st innings,0.5,no run,3,0,3/0,"Malinga to Ouma, no run",,"Malinga is generating lots of bounce now, pitching back of a length outside off and whizzing away from the batsman, who shoulders arms",0
6,6,Morris Ouma,24750,Lasith Malinga,49758,"Malinga to Ouma, no run now he bowls it on the stumps, on a length, he takes a step out and blocks solidly",1st innings,0.6,no run,3,0,3/0,"Malinga to Ouma, no run",,"now he bowls it on the stumps, on a length, he takes a step out and blocks solidly",0
7,7,Seren Waters,352894,Nuwan Kulasekara,49535,"Kulasekara to Waters, 1 run starts off full outside off stump, bit if inward seam movement, he gets forward and pushes it past extra cover",1st innings,1.1,run,4,1,4/0,"Kulasekara to Waters, 1 run",,"starts off full outside off stump, bit if inward seam movement, he gets forward and pushes it past extra cover",0
8,8,Morris Ouma,24750,Nuwan Kulasekara,49535,"Kulasekara to Ouma, OUT Kula strikes with his second delivery! that inward movement from a length, he was pushing forward outside the line, was struck on the knee roll in front of the stumps, umpire gave him out right away, Ouma goes for the review, but that is hitting middle of middle, and Kenya's troubles continue",1st innings,1.2,out,4,0,4/1,"Kulasekara to Ouma, OUT",,"Kula strikes with his second delivery! that inward movement from a length, he was pushing forward outside the line, was struck on the knee roll in front of the stumps, umpire gave him out right away, Ouma goes for the review, but that is hitting middle of middle, and Kenya's troubles continue",1
9,9,Collins Obuya,24752,Nuwan Kulasekara,49535,"Kulasekara to CO Obuya, 2 runs the incoming delivery again, but Obuya was not pushing forward, he was on the crease, and though he was not in control, managed to send it backward of square leg",1st innings,1.3,run,6,2,6/1,"Kulasekara to CO Obuya, 2 runs",,"the incoming delivery again, but Obuya was not pushing forward, he was on the crease, and though he was not in control, managed to send it backward of square leg",1
