,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Matthew Cross,417268,Tendai Chatara,425639,"Chatara to Cross, no run first ball, defended to point",1st innings,0.1,no run,0,0,0/0,"Chatara to Cross, no run",,"first ball, defended to point",0
1,2,Matthew Cross,417268,Tendai Chatara,425639,"Chatara to Cross, no run shorter ball, defended to point",1st innings,0.2,no run,0,0,0/0,"Chatara to Cross, no run",,"shorter ball, defended to point",0
2,3,Matthew Cross,417268,Tendai Chatara,425639,"Chatara to Cross, no run decent ball, left by Cross",1st innings,0.3,no run,0,0,0/0,"Chatara to Cross, no run",,"decent ball, left by Cross",0
3,4,Matthew Cross,417268,Tendai Chatara,425639,"Chatara to Cross, no run ball pitched on middle stump, defended back to the bowler",1st innings,0.4,no run,0,0,0/0,"Chatara to Cross, no run",,"ball pitched on middle stump, defended back to the bowler",0
4,5,Matthew Cross,417268,Tendai Chatara,425639,"Chatara to Cross, no run Cross angles the ball towards cover, looking for a single, but good fielding prevents it",1st innings,0.5,no run,0,0,0/0,"Chatara to Cross, no run",,"Cross angles the ball towards cover, looking for a single, but good fielding prevents it",0
5,6,Matthew Cross,417268,Tendai Chatara,425639,"Chatara to Cross, no run maiden to start, as Cross defends back to the bowler",1st innings,1.0,no run,0,0,0/0,"Chatara to Cross, no run",,"maiden to start, as Cross defends back to the bowler",0
6,7,Kyle Coetzer,25446,Richard Ngarava,806241,"Ngarava to Coetzer, no run defended to point",1st innings,1.1,no run,0,0,0/0,"Ngarava to Coetzer, no run",,defended to point,0
7,8,Kyle Coetzer,25446,Richard Ngarava,806241,"Ngarava to Coetzer, no run defended to cover",1st innings,1.2,no run,0,0,0/0,"Ngarava to Coetzer, no run",,defended to cover,0
8,9,Kyle Coetzer,25446,Richard Ngarava,806241,"Ngarava to Coetzer, no run defended",1st innings,1.3,no run,0,0,0/0,"Ngarava to Coetzer, no run",,defended,0
9,10,Kyle Coetzer,25446,Richard Ngarava,806241,"Ngarava to Coetzer, 1 run flicked down to fine leg for a single. Scotland get their first run on the 10th ball of the innings",1st innings,1.4,run,1,1,1/0,"Ngarava to Coetzer, 1 run",,flicked down to fine leg for a single. Scotland get their first run on the 10th ball of the innings,0
10,11,Matthew Cross,417268,Richard Ngarava,806241,"Ngarava to Cross, no run Round the wicket, and defended to point",1st innings,1.5,no run,1,0,1/0,"Ngarava to Cross, no run",,"Round the wicket, and defended to point",0
11,12,Matthew Cross,417268,Richard Ngarava,806241,"Ngarava to Cross, 1 run guided to third man for one",1st innings,2.0,run,2,1,2/0,"Ngarava to Cross, 1 run",,guided to third man for one,0
12,13,Matthew Cross,417268,Tendai Chatara,425639,"Chatara to Cross, no run play and a miss from Cross",1st innings,2.1,no run,2,0,2/0,"Chatara to Cross, no run",,play and a miss from Cross,0
13,14,Matthew Cross,417268,Tendai Chatara,425639,"Chatara to Cross, no run cut to the fielder at point",1st innings,2.2,no run,2,0,2/0,"Chatara to Cross, no run",,cut to the fielder at point,0
14,15,Matthew Cross,417268,Tendai Chatara,425639,"Chatara to Cross, no run driven to mid off. No Run",1st innings,2.3,no run,2,0,2/0,"Chatara to Cross, no run",,driven to mid off. No Run,0
15,16,Matthew Cross,417268,Tendai Chatara,425639,"Chatara to Cross, no run defended back to the bowler",1st innings,2.4,no run,2,0,2/0,"Chatara to Cross, no run",,defended back to the bowler,0
16,17,Matthew Cross,417268,Tendai Chatara,425639,"Chatara to Cross, 1 run driven to mid on, Cross runs, Coetzer doesn't and then realises he has to has the fielder stops the ball. No danger of a run out though",1st innings,2.5,run,3,1,3/0,"Chatara to Cross, 1 run",,"driven to mid on, Cross runs, Coetzer doesn't and then realises he has to has the fielder stops the ball. No danger of a run out though",0
