,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Johnson Charles,333066,Lasith Malinga,49758,"Malinga to Charles, no run good length delivery to begin, not much pace on it. On off and so Charles gets behind the line to defend",1st innings,Andre Fletcher,51862,,,0.1,no run,0,0,0/0,"Malinga to Charles, no run",,"good length delivery to begin, not much pace on it. On off and so Charles gets behind the line to defend",0
1,2,Johnson Charles,333066,Lasith Malinga,49758,"Malinga to Charles, FOUR runs slightly wide and crashed through the covers! Terrific timing and that just races across. Not a great delivery. Fullish length swinging away and a lot of width",1st innings,Andre Fletcher,51862,,,0.2,four,4,4,4/0,"Malinga to Charles, FOUR runs",,slightly wide and crashed through the covers! Terrific timing and that just races across. Not a great delivery. Fullish length swinging away and a lot of width,0
2,3,Johnson Charles,333066,Lasith Malinga,49758,"Malinga to Charles, no run much fuller just outside off, a little bit of away movement. Charles blocks with the full face",1st innings,Andre Fletcher,51862,,,0.3,no run,4,0,4/0,"Malinga to Charles, no run",,"much fuller just outside off, a little bit of away movement. Charles blocks with the full face",0
3,4,Johnson Charles,333066,Lasith Malinga,49758,"Malinga to Charles, OUT and gone! Charles wafts loosely away from his body, the ball stops on him a touch and Charles lobs a catch to Dilshan at point. Malinga strikes in the first over in successive games. Charles has to go. Not a great shot, must be said. Discernible pace change from the pitch in Colombo, this is a lot slower",1st innings,Andre Fletcher,51862,,,0.4,out,4,0,4/1,"Malinga to Charles, OUT",,"and gone! Charles wafts loosely away from his body, the ball stops on him a touch and Charles lobs a catch to Dilshan at point. Malinga strikes in the first over in successive games. Charles has to go. Not a great shot, must be said. Discernible pace change from the pitch in Colombo, this is a lot slower",1
4,5,Jermaine Blackwood,431909,Lasith Malinga,49758,"Malinga to Blackwood, no run back of a length outside off, swinging away. Not much feet movement. He blocks with his feet rooted in the crease",1st innings,Andre Fletcher,51862,,,0.5,no run,4,0,4/1,"Malinga to Blackwood, no run",,"back of a length outside off, swinging away. Not much feet movement. He blocks with his feet rooted in the crease",1
5,6,Jermaine Blackwood,431909,Lasith Malinga,49758,"Malinga to Blackwood, no run better delivery. Swing away from the batsman on a good length, just outside off. Defended",1st innings,Andre Fletcher,51862,,,0.6,no run,4,0,4/1,"Malinga to Blackwood, no run",,"better delivery. Swing away from the batsman on a good length, just outside off. Defended",1
6,7,Andre Fletcher,51862,Suranga Lakmal,49619,"Lakmal to Fletcher, no run fullish length moving away. Good delivery, nice length that. Fletcher defends",1st innings,Jermaine Blackwood,431909,Lasith Malinga,49758,1.1,no run,4,0,4/1,"Lakmal to Fletcher, no run",,"fullish length moving away. Good delivery, nice length that. Fletcher defends",1
7,8,Andre Fletcher,51862,Suranga Lakmal,49619,"Lakmal to Fletcher, no run terrific line and length. Full again, zoning in on off. Blocked off the front foot",1st innings,Jermaine Blackwood,431909,Lasith Malinga,49758,1.2,no run,4,0,4/1,"Lakmal to Fletcher, no run",,"terrific line and length. Full again, zoning in on off. Blocked off the front foot",1
8,9,Andre Fletcher,51862,Suranga Lakmal,49619,"Lakmal to Fletcher, FOUR runs short and wide and dispatched. Too wide and Fletcher doesn't bother keeping that down. Goes through with the cut, and the ball goes well over point and into the boundary",1st innings,Jermaine Blackwood,431909,Lasith Malinga,49758,1.3,four,8,4,8/1,"Lakmal to Fletcher, FOUR runs",,"short and wide and dispatched. Too wide and Fletcher doesn't bother keeping that down. Goes through with the cut, and the ball goes well over point and into the boundary",1
9,10,Andre Fletcher,51862,Suranga Lakmal,49619,"Lakmal to Fletcher, no run full and moving away on a sixth-stump line, steered to point",1st innings,Jermaine Blackwood,431909,Lasith Malinga,49758,1.4,no run,8,0,8/1,"Lakmal to Fletcher, no run",,"full and moving away on a sixth-stump line, steered to point",1
10,11,Andre Fletcher,51862,Suranga Lakmal,49619,"Lakmal to Fletcher, no run good length now, dragged his length back a touch, but the line is similar, closer to that fifth-stump line. Blocked towards point",1st innings,Jermaine Blackwood,431909,Lasith Malinga,49758,1.5,no run,8,0,8/1,"Lakmal to Fletcher, no run",,"good length now, dragged his length back a touch, but the line is similar, closer to that fifth-stump line. Blocked towards point",1
11,12,Andre Fletcher,51862,Suranga Lakmal,49619,"Lakmal to Fletcher, no run full again, slightly wider outside off. Pushed to cover",1st innings,Jermaine Blackwood,431909,Lasith Malinga,49758,1.6,no run,8,0,8/1,"Lakmal to Fletcher, no run",,"full again, slightly wider outside off. Pushed to cover",1
12,13,Jermaine Blackwood,431909,Lasith Malinga,49758,"Malinga to Blackwood, 1 run shortish length outside off, a better ball to stay back and play. He dabs it to third man with the open face of the bat",1st innings,Andre Fletcher,51862,Suranga Lakmal,49619,2.1,run,9,1,9/1,"Malinga to Blackwood, 1 run",,"shortish length outside off, a better ball to stay back and play. He dabs it to third man with the open face of the bat",1
13,14,Andre Fletcher,51862,Lasith Malinga,49758,"Malinga to Fletcher, no run fuller now, but the lines have been good. Fletcher comes forward and plays a bit too early, the ball stops and hits the bat close to the handle and Fletcher has to withdraw his hand at the last instance. Defended safely though",1st innings,Jermaine Blackwood,431909,Suranga Lakmal,49619,2.2,no run,9,0,9/1,"Malinga to Fletcher, no run",,"fuller now, but the lines have been good. Fletcher comes forward and plays a bit too early, the ball stops and hits the bat close to the handle and Fletcher has to withdraw his hand at the last instance. Defended safely though",1
