,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, 2 runs ",1st innings,,,,,0.1,run,2,2,2/0,"Sharif to Marshall, 2 runs",,,0
1,4,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, no run ",1st innings,,,,,0.4,no run,2,0,2/0,"Sharif to Marshall, no run",,,0
2,5,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, no run ",1st innings,,,,,0.5,no run,2,0,2/0,"Sharif to Marshall, no run",,,0
3,7,Monank Patel,1159641,Josh Davey,407265,"Davey to MD Patel, no run ",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,1.1,no run,6,0,6/0,"Davey to MD Patel, no run",,,0
4,8,Monank Patel,1159641,Josh Davey,407265,"Davey to MD Patel, OUT good length, outside off , tries to drive it edges it to the fielder at 1st slip",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,1.2,out,6,0,6/1,"Davey to MD Patel, OUT",,"good length, outside off , tries to drive it edges it to the fielder at 1st slip",1
5,9,Steven Taylor,348133,Josh Davey,407265,"Davey to Taylor, 1 run ",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,1.3,run,7,1,7/1,"Davey to Taylor, 1 run",,,1
6,10,Xavier Marshall,52626,Josh Davey,407265,"Davey to Marshall, 1 run ",1st innings,Steven Taylor,348133,Safyaan Sharif,414970,1.4,run,8,1,8/1,"Davey to Marshall, 1 run",,,1
7,11,Steven Taylor,348133,Josh Davey,407265,"Davey to Taylor, 1 run ",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,1.5,run,9,1,9/1,"Davey to Taylor, 1 run",,,1
8,12,Xavier Marshall,52626,Josh Davey,407265,"Davey to Marshall, no run ",1st innings,Steven Taylor,348133,Safyaan Sharif,414970,2.0,no run,9,0,9/1,"Davey to Marshall, no run",,,1
9,13,Steven Taylor,348133,Safyaan Sharif,414970,"Sharif to Taylor, no run ",1st innings,Xavier Marshall,52626,Josh Davey,407265,2.1,no run,9,0,9/1,"Sharif to Taylor, no run",,,1
10,14,Steven Taylor,348133,Safyaan Sharif,414970,"Sharif to Taylor, 1 run ",1st innings,Xavier Marshall,52626,Josh Davey,407265,2.2,run,10,1,10/1,"Sharif to Taylor, 1 run",,,1
11,15,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, no run ",1st innings,Steven Taylor,348133,Josh Davey,407265,2.3,no run,10,0,10/1,"Sharif to Marshall, no run",,,1
12,16,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, no run ",1st innings,Steven Taylor,348133,Josh Davey,407265,2.4,no run,10,0,10/1,"Sharif to Marshall, no run",,,1
13,17,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, no run ",1st innings,Steven Taylor,348133,Josh Davey,407265,2.5,no run,10,0,10/1,"Sharif to Marshall, no run",,,1
14,18,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, no run ",1st innings,Steven Taylor,348133,Josh Davey,407265,3.0,no run,10,0,10/1,"Sharif to Marshall, no run",,,1
15,19,Steven Taylor,348133,Josh Davey,407265,"Davey to Taylor, 1 run ",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,3.1,run,11,1,11/1,"Davey to Taylor, 1 run",,,1
16,20,Xavier Marshall,52626,Josh Davey,407265,"Davey to Marshall, 1 leg bye ",1st innings,Steven Taylor,348133,Safyaan Sharif,414970,3.2,leg bye,12,1,12/1,"Davey to Marshall, 1 leg bye",,,1
17,21,Steven Taylor,348133,Josh Davey,407265,"Davey to Taylor, no run ",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,3.3,no run,12,0,12/1,"Davey to Taylor, no run",,,1
18,22,Steven Taylor,348133,Josh Davey,407265,"Davey to Taylor, no run ",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,3.4,no run,12,0,12/1,"Davey to Taylor, no run",,,1
19,23,Steven Taylor,348133,Josh Davey,407265,"Davey to Taylor, no run ",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,3.5,no run,12,0,12/1,"Davey to Taylor, no run",,,1
20,24,Steven Taylor,348133,Josh Davey,407265,"Davey to Taylor, no run ",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,4.0,no run,12,0,12/1,"Davey to Taylor, no run",,,1
21,25,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, no run ",1st innings,Steven Taylor,348133,Josh Davey,407265,4.1,no run,12,0,12/1,"Sharif to Marshall, no run",,,1
22,25,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, 1 no ball ",1st innings,Steven Taylor,348133,Josh Davey,407265,4.1,no ball,13,1,13/1,"Sharif to Marshall, 1 no ball",,,1
23,26,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, FOUR runs ",1st innings,Steven Taylor,348133,Josh Davey,407265,4.2,four,17,4,17/1,"Sharif to Marshall, FOUR runs",,,1
24,27,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, no run ",1st innings,Steven Taylor,348133,Josh Davey,407265,4.3,no run,17,0,17/1,"Sharif to Marshall, no run",,,1
25,28,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, no run ",1st innings,Steven Taylor,348133,Josh Davey,407265,4.4,no run,17,0,17/1,"Sharif to Marshall, no run",,,1
26,29,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, no run ",1st innings,Steven Taylor,348133,Josh Davey,407265,4.5,no run,17,0,17/1,"Sharif to Marshall, no run",,,1
27,30,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, no run ",1st innings,Steven Taylor,348133,Josh Davey,407265,5.0,no run,17,0,17/1,"Sharif to Marshall, no run",,,1
28,31,Steven Taylor,348133,Josh Davey,407265,"Davey to Taylor, 1 run ",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,5.1,run,18,1,18/1,"Davey to Taylor, 1 run",,,1
29,32,Xavier Marshall,52626,Josh Davey,407265,"Davey to Marshall, 1 run ",1st innings,Steven Taylor,348133,Safyaan Sharif,414970,5.2,run,19,1,19/1,"Davey to Marshall, 1 run",,,1
30,33,Steven Taylor,348133,Josh Davey,407265,"Davey to Taylor, 1 run ",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,5.3,run,20,1,20/1,"Davey to Taylor, 1 run",,,1
31,34,Xavier Marshall,52626,Josh Davey,407265,"Davey to Marshall, no run ",1st innings,Steven Taylor,348133,Safyaan Sharif,414970,5.4,no run,20,0,20/1,"Davey to Marshall, no run",,,1
32,35,Xavier Marshall,52626,Josh Davey,407265,"Davey to Marshall, 2 runs ",1st innings,Steven Taylor,348133,Safyaan Sharif,414970,5.5,run,22,2,22/1,"Davey to Marshall, 2 runs",,,1
33,36,Xavier Marshall,52626,Josh Davey,407265,"Davey to Marshall, 1 run ",1st innings,Steven Taylor,348133,Safyaan Sharif,414970,6.0,run,23,1,23/1,"Davey to Marshall, 1 run",,,1
34,37,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, no run ",1st innings,Steven Taylor,348133,Josh Davey,407265,6.1,no run,23,0,23/1,"Sharif to Marshall, no run",,,1
35,38,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, 1 run ",1st innings,Steven Taylor,348133,Josh Davey,407265,6.2,run,24,1,24/1,"Sharif to Marshall, 1 run",,,1
36,39,Steven Taylor,348133,Safyaan Sharif,414970,"Sharif to Taylor, no run ",1st innings,Xavier Marshall,52626,Josh Davey,407265,6.3,no run,24,0,24/1,"Sharif to Taylor, no run",,,1
37,40,Steven Taylor,348133,Safyaan Sharif,414970,"Sharif to Taylor, 1 run ",1st innings,Xavier Marshall,52626,Josh Davey,407265,6.4,run,25,1,25/1,"Sharif to Taylor, 1 run",,,1
38,41,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, 2 runs good length outside off, cuts it towards the point region for couple of runs",1st innings,Steven Taylor,348133,Josh Davey,407265,6.5,run,27,2,27/1,"Sharif to Marshall, 2 runs",,"good length outside off, cuts it towards the point region for couple of runs",1
39,42,Xavier Marshall,52626,Safyaan Sharif,414970,"Sharif to Marshall, no run good length outside off, pushed towards point no run",1st innings,Steven Taylor,348133,Josh Davey,407265,7.0,no run,27,0,27/1,"Sharif to Marshall, no run",,"good length outside off, pushed towards point no run",1
40,42,Steven Taylor,348133,Alasdair Evans,399259,"Evans to Taylor, 1 wide good length , outside leg lets it pass towards the keeper",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,7.0,wide,28,1,28/1,"Evans to Taylor, 1 wide",,"good length , outside leg lets it pass towards the keeper",1
41,43,Steven Taylor,348133,Alasdair Evans,399259,"Evans to Taylor, no run ",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,7.1,no run,28,0,28/1,"Evans to Taylor, no run",,,1
42,44,Steven Taylor,348133,Alasdair Evans,399259,"Evans to Taylor, FOUR runs good length outside off, drives it towards mid off lovely timing on the front-foot",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,7.2,four,32,4,32/1,"Evans to Taylor, FOUR runs",,"good length outside off, drives it towards mid off lovely timing on the front-foot",1
43,45,Steven Taylor,348133,Alasdair Evans,399259,"Evans to Taylor, no run ",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,7.3,no run,32,0,32/1,"Evans to Taylor, no run",,,1
44,46,Steven Taylor,348133,Alasdair Evans,399259,"Evans to Taylor, 1 leg bye ",1st innings,Xavier Marshall,52626,Safyaan Sharif,414970,7.4,leg bye,33,1,33/1,"Evans to Taylor, 1 leg bye",,,1
45,47,Xavier Marshall,52626,Alasdair Evans,399259,"Evans to Marshall, no run good length, pushed towards mid off ",1st innings,Steven Taylor,348133,Safyaan Sharif,414970,7.5,no run,33,0,33/1,"Evans to Marshall, no run",,"good length, pushed towards mid off ",1
