,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Hashim Amla,43906,Josh Hazlewood,288284,"Hazlewood to Amla, no run full and nibbling away a touch outside off, Amla watches it through to Wade",1st innings,Quinton de Kock,379143,,,0.1,no run,0,0,0/0,"Hazlewood to Amla, no run",,"full and nibbling away a touch outside off, Amla watches it through to Wade",0
1,2,Hashim Amla,43906,Josh Hazlewood,288284,"Hazlewood to Amla, no run pitched further up and angled in, Amla blocks it to short extra cover. Solid",1st innings,Quinton de Kock,379143,,,0.2,no run,0,0,0/0,"Hazlewood to Amla, no run",,"pitched further up and angled in, Amla blocks it to short extra cover. Solid",0
2,3,Hashim Amla,43906,Josh Hazlewood,288284,"Hazlewood to Amla, no run full and outside off, left alone. The carry is far from encouraging",1st innings,Quinton de Kock,379143,,,0.3,no run,0,0,0/0,"Hazlewood to Amla, no run",,"full and outside off, left alone. The carry is far from encouraging",0
3,4,Hashim Amla,43906,Josh Hazlewood,288284,"Hazlewood to Amla, no run shoots low, big appeal for lbw, umpire Wilson does not budge. Smith does not opt for a review. Full and moves in to catch the pad in front of the leg stump. It was probably grazing leg or going down with the angle. Umpire's call would have prevailed, I suppose",1st innings,Quinton de Kock,379143,,,0.4,no run,0,0,0/0,"Hazlewood to Amla, no run",,"shoots low, big appeal for lbw, umpire Wilson does not budge. Smith does not opt for a review. Full and moves in to catch the pad in front of the leg stump. It was probably grazing leg or going down with the angle. Umpire's call would have prevailed, I suppose",0
4,5,Hashim Amla,43906,Josh Hazlewood,288284,"Hazlewood to Amla, no run fuller and outside off, neatly pushed to mid-off",1st innings,Quinton de Kock,379143,,,0.5,no run,0,0,0/0,"Hazlewood to Amla, no run",,"fuller and outside off, neatly pushed to mid-off",0
5,6,Hashim Amla,43906,Josh Hazlewood,288284,"Hazlewood to Amla, no run full and around off, does not come on to Amla. Wafty drive to mid-off.<strong> Hazlewood opens with a maiden</strong>",1st innings,Quinton de Kock,379143,,,0.6,no run,0,0,0/0,"Hazlewood to Amla, no run",,"full and around off, does not come on to Amla. Wafty drive to mid-off.<strong> Hazlewood opens with a maiden</strong>",0
6,7,Quinton de Kock,379143,Nathan Coulter-Nile,261354,"Coulter-Nile to de Kock, no run length and outside off, pushed to mid-off",1st innings,Hashim Amla,43906,Josh Hazlewood,288284,1.1,no run,0,0,0/0,"Coulter-Nile to de Kock, no run",,"length and outside off, pushed to mid-off",0
7,8,Quinton de Kock,379143,Nathan Coulter-Nile,261354,"Coulter-Nile to de Kock, no run full and angling outside off, Qdk pokes and manages an inside edge onto the pad",1st innings,Hashim Amla,43906,Josh Hazlewood,288284,1.2,no run,0,0,0/0,"Coulter-Nile to de Kock, no run",,"full and angling outside off, Qdk pokes and manages an inside edge onto the pad",0
8,9,Quinton de Kock,379143,Nathan Coulter-Nile,261354,"Coulter-Nile to de Kock, FOUR runs a tad overpitched and outside off, Qdk steps forward and smoothly drives it past the bowler, beats mid-off to his left. Nice and crisp....",1st innings,Hashim Amla,43906,Josh Hazlewood,288284,1.3,four,4,4,4/0,"Coulter-Nile to de Kock, FOUR runs",,"a tad overpitched and outside off, Qdk steps forward and smoothly drives it past the bowler, beats mid-off to his left. Nice and crisp....",0
9,10,Quinton de Kock,379143,Nathan Coulter-Nile,261354,"Coulter-Nile to de Kock, no run back of a length, NCN drags his length back and gets it to slant away past the outside edge of the groping bat",1st innings,Hashim Amla,43906,Josh Hazlewood,288284,1.4,no run,4,0,4/0,"Coulter-Nile to de Kock, no run",,"back of a length, NCN drags his length back and gets it to slant away past the outside edge of the groping bat",0
