,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Kusal Perera,300631,Mashrafe Mortaza,56007,"Mashrafe Mortaza to MDKJ Perera, no run solidly behind the back of a length ball on off stump",1st innings,0.1,no run,0,0,0/0,"Mashrafe Mortaza to MDKJ Perera, no run",,solidly behind the back of a length ball on off stump,0
1,2,Kusal Perera,300631,Mashrafe Mortaza,56007,"Mashrafe Mortaza to MDKJ Perera, FOUR runs sweet timing! The bowler errs by offering some width and Perera was set up on the back foot and punches through point. Opened the face on impact and pierced the gap perfectly",1st innings,0.2,four,4,4,4/0,"Mashrafe Mortaza to MDKJ Perera, FOUR runs",,sweet timing! The bowler errs by offering some width and Perera was set up on the back foot and punches through point. Opened the face on impact and pierced the gap perfectly,0
2,3,Kusal Perera,300631,Mashrafe Mortaza,56007,"Mashrafe Mortaza to MDKJ Perera, FOUR runs jabs it through point again! Mashrafe doesn't learn as he offers up a short ball outside off. Kusal is on the back foot again, a little deeper, and cuts away",1st innings,0.3,four,8,4,8/0,"Mashrafe Mortaza to MDKJ Perera, FOUR runs",,"jabs it through point again! Mashrafe doesn't learn as he offers up a short ball outside off. Kusal is on the back foot again, a little deeper, and cuts away",0
3,4,Kusal Perera,300631,Mashrafe Mortaza,56007,"Mashrafe Mortaza to MDKJ Perera, no run shortish, but this time he tucks him up on middle and leg. Kusal is on his toes and blocks",1st innings,0.4,no run,8,0,8/0,"Mashrafe Mortaza to MDKJ Perera, no run",,"shortish, but this time he tucks him up on middle and leg. Kusal is on his toes and blocks",0
4,5,Kusal Perera,300631,Mashrafe Mortaza,56007,"Mashrafe Mortaza to MDKJ Perera, no run fuller and slides this across the left-hander, Kusal is circumspect and leaves this time",1st innings,0.5,no run,8,0,8/0,"Mashrafe Mortaza to MDKJ Perera, no run",,"fuller and slides this across the left-hander, Kusal is circumspect and leaves this time",0
5,6,Kusal Perera,300631,Mashrafe Mortaza,56007,"Mashrafe Mortaza to MDKJ Perera, no run nice and full on middle and off, Kusal is wary as he presents a straight bat",1st innings,0.6,no run,8,0,8/0,"Mashrafe Mortaza to MDKJ Perera, no run",,"nice and full on middle and off, Kusal is wary as he presents a straight bat",0
6,7,Tillakaratne Dilshan,48472,Rubel Hossain,300619,"Rubel Hossain to Dilshan, no run fullish and angled in on off stump, Dilshan drives into the off side",1st innings,1.1,no run,8,0,8/0,"Rubel Hossain to Dilshan, no run",,"fullish and angled in on off stump, Dilshan drives into the off side",0
7,8,Tillakaratne Dilshan,48472,Rubel Hossain,300619,"Rubel Hossain to Dilshan, no run opens the face a little more as he tries to pierce the gap in the covers. Not enough timing",1st innings,1.2,no run,8,0,8/0,"Rubel Hossain to Dilshan, no run",,opens the face a little more as he tries to pierce the gap in the covers. Not enough timing,0
8,9,Tillakaratne Dilshan,48472,Rubel Hossain,300619,"Rubel Hossain to Dilshan, no run back of a length on and around off stump, gets on the back foot and blocks under his eyes",1st innings,1.3,no run,8,0,8/0,"Rubel Hossain to Dilshan, no run",,"back of a length on and around off stump, gets on the back foot and blocks under his eyes",0
9,10,Tillakaratne Dilshan,48472,Rubel Hossain,300619,"Rubel Hossain to Dilshan, 1 run he's thrown the stumps down at the non-strikers' but Dilshan has judged this single very well. Dabbed the length ball into the midwicket region with soft hands and raced off",1st innings,1.4,run,9,1,9/0,"Rubel Hossain to Dilshan, 1 run",,he's thrown the stumps down at the non-strikers' but Dilshan has judged this single very well. Dabbed the length ball into the midwicket region with soft hands and raced off,0
10,11,Kusal Perera,300631,Rubel Hossain,300619,"Rubel Hossain to MDKJ Perera, OUT cut straight into the hands of point! Might have been a bit more bounce there than he expected. Still slams it away and Shamsur has held on to a pretty sharp catch! It was short and wide, probably one of the worse balls he would bowl to get a wicket but Rubel doesn't mind. Neither does Bangladesh as they rejoice after the early success",1st innings,1.5,out,9,0,9/1,"Rubel Hossain to MDKJ Perera, OUT",,"cut straight into the hands of point! Might have been a bit more bounce there than he expected. Still slams it away and Shamsur has held on to a pretty sharp catch! It was short and wide, probably one of the worse balls he would bowl to get a wicket but Rubel doesn't mind. Neither does Bangladesh as they rejoice after the early success",1
11,12,Kumar Sangakkara,50710,Rubel Hossain,300619,"Rubel Hossain to Sangakkara, no run good length ball, pushed across his off stump. Sanga lets it go",1st innings,1.6,no run,9,0,9/1,"Rubel Hossain to Sangakkara, no run",,"good length ball, pushed across his off stump. Sanga lets it go",1
12,13,Tillakaratne Dilshan,48472,Mashrafe Mortaza,56007,"Mashrafe Mortaza to Dilshan, no run good length ball, kept in the corridor outside off. Not bothered with",1st innings,2.1,no run,9,0,9/1,"Mashrafe Mortaza to Dilshan, no run",,"good length ball, kept in the corridor outside off. Not bothered with",1
