,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Mohammad Hafeez,41434,James Pattinson,272465,"Pattinson to Mohammad Hafeez, 1 run away first ball, clipping the fullish ball off pad through midwicket",1st innings,Nasir Jamshed,42321,,,0.1,run,1,1,1/0,"Pattinson to Mohammad Hafeez, 1 run",,"away first ball, clipping the fullish ball off pad through midwicket",0
1,2,Nasir Jamshed,42321,James Pattinson,272465,"Pattinson to Nasir Jamshed, no run pitched up again, on middle and off, patted back down the pitch",1st innings,Mohammad Hafeez,41434,,,0.2,no run,1,0,1/0,"Pattinson to Nasir Jamshed, no run",,"pitched up again, on middle and off, patted back down the pitch",0
2,3,Nasir Jamshed,42321,James Pattinson,272465,"Pattinson to Nasir Jamshed, no run length ball around off stump, he likes the leg side, shuffles across and turns it towards leg, bowler fields",1st innings,Mohammad Hafeez,41434,,,0.3,no run,1,0,1/0,"Pattinson to Nasir Jamshed, no run",,"length ball around off stump, he likes the leg side, shuffles across and turns it towards leg, bowler fields",0
3,4,Nasir Jamshed,42321,James Pattinson,272465,"Pattinson to Nasir Jamshed, no run angles it across the left-hander now, good length, allows it to go past",1st innings,Mohammad Hafeez,41434,,,0.4,no run,1,0,1/0,"Pattinson to Nasir Jamshed, no run",,"angles it across the left-hander now, good length, allows it to go past",0
4,5,Nasir Jamshed,42321,James Pattinson,272465,"Pattinson to Nasir Jamshed, no run pitched up and angled across, he goes for the drive through extra cover, beaten",1st innings,Mohammad Hafeez,41434,,,0.5,no run,1,0,1/0,"Pattinson to Nasir Jamshed, no run",,"pitched up and angled across, he goes for the drive through extra cover, beaten",0
5,6,Nasir Jamshed,42321,James Pattinson,272465,"Pattinson to Nasir Jamshed, no run similar delivery, pitched up further, this time he shoulders arms",1st innings,Mohammad Hafeez,41434,,,0.6,no run,1,0,1/0,"Pattinson to Nasir Jamshed, no run",,"similar delivery, pitched up further, this time he shoulders arms",0
6,7,Mohammad Hafeez,41434,Mitchell Starc,311592,"Starc to Mohammad Hafeez, no run swings in first up into the pads, good full length, appeal for lbw as Hafeez misses the flick, going down leg comfortably",1st innings,Nasir Jamshed,42321,James Pattinson,272465,1.1,no run,1,0,1/0,"Starc to Mohammad Hafeez, no run",,"swings in first up into the pads, good full length, appeal for lbw as Hafeez misses the flick, going down leg comfortably",0
7,8,Mohammad Hafeez,41434,Mitchell Starc,311592,"Starc to Mohammad Hafeez, 2 runs this time Hafeez gets hold of the full length and the inswing into the pads, whips past square leg, the ball slows down near the rope, and fine leg gets around to it",1st innings,Nasir Jamshed,42321,James Pattinson,272465,1.2,run,3,2,3/0,"Starc to Mohammad Hafeez, 2 runs",,"this time Hafeez gets hold of the full length and the inswing into the pads, whips past square leg, the ball slows down near the rope, and fine leg gets around to it",0
8,9,Mohammad Hafeez,41434,Mitchell Starc,311592,"Starc to Mohammad Hafeez, 1 run good length now, moving in once again, this time he nudges it to fine leg",1st innings,Nasir Jamshed,42321,James Pattinson,272465,1.3,run,4,1,4/0,"Starc to Mohammad Hafeez, 1 run",,"good length now, moving in once again, this time he nudges it to fine leg",0
9,10,Nasir Jamshed,42321,Mitchell Starc,311592,"Starc to Nasir Jamshed, no run short to Jamshed now, outside off stump, easily avoided",1st innings,Mohammad Hafeez,41434,James Pattinson,272465,1.4,no run,4,0,4/0,"Starc to Nasir Jamshed, no run",,"short to Jamshed now, outside off stump, easily avoided",0
10,11,Nasir Jamshed,42321,Mitchell Starc,311592,"Starc to Nasir Jamshed, no run good length, angled in from over the stumps, ending on off, pushed towards mid on",1st innings,Mohammad Hafeez,41434,James Pattinson,272465,1.5,no run,4,0,4/0,"Starc to Nasir Jamshed, no run",,"good length, angled in from over the stumps, ending on off, pushed towards mid on",0
11,11,Nasir Jamshed,42321,Mitchell Starc,311592,"Starc to Nasir Jamshed, 1 wide way too wide outside off, short of a length, moves further away, almost a Test-match wide",1st innings,Mohammad Hafeez,41434,James Pattinson,272465,1.5,wide,5,1,5/0,"Starc to Nasir Jamshed, 1 wide",,"way too wide outside off, short of a length, moves further away, almost a Test-match wide",0
12,12,Nasir Jamshed,42321,Mitchell Starc,311592,"Starc to Nasir Jamshed, no run much fuller, closer to off, swinging away late, squeezed out to cover",1st innings,Mohammad Hafeez,41434,James Pattinson,272465,1.6,no run,5,0,5/0,"Starc to Nasir Jamshed, no run",,"much fuller, closer to off, swinging away late, squeezed out to cover",0
13,13,Mohammad Hafeez,41434,James Pattinson,272465,"Pattinson to Mohammad Hafeez, no run right on off stump, length ball, he bends forward and blocks",1st innings,Nasir Jamshed,42321,Mitchell Starc,311592,2.1,no run,5,0,5/0,"Pattinson to Mohammad Hafeez, no run",,"right on off stump, length ball, he bends forward and blocks",0
14,14,Mohammad Hafeez,41434,James Pattinson,272465,"Pattinson to Mohammad Hafeez, no run short and wide, Hafeez gets on his toes and slaps it to point, mistimed it",1st innings,Nasir Jamshed,42321,Mitchell Starc,311592,2.2,no run,5,0,5/0,"Pattinson to Mohammad Hafeez, no run",,"short and wide, Hafeez gets on his toes and slaps it to point, mistimed it",0
15,15,Mohammad Hafeez,41434,James Pattinson,272465,"Pattinson to Mohammad Hafeez, no run played out to square leg with the angle into him",1st innings,Nasir Jamshed,42321,Mitchell Starc,311592,2.3,no run,5,0,5/0,"Pattinson to Mohammad Hafeez, no run",,played out to square leg with the angle into him,0
16,16,Mohammad Hafeez,41434,James Pattinson,272465,"Pattinson to Mohammad Hafeez, no run leans across to a length ball on middle stump, worked out towards mid on",1st innings,Nasir Jamshed,42321,Mitchell Starc,311592,2.4,no run,5,0,5/0,"Pattinson to Mohammad Hafeez, no run",,"leans across to a length ball on middle stump, worked out towards mid on",0
17,17,Mohammad Hafeez,41434,James Pattinson,272465,"Pattinson to Mohammad Hafeez, 1 run another one short and wide, this time he times the slap quite well, in front of cover, Maxwell gets in the dive to his right and saves some runs",1st innings,Nasir Jamshed,42321,Mitchell Starc,311592,2.5,run,6,1,6/0,"Pattinson to Mohammad Hafeez, 1 run",,"another one short and wide, this time he times the slap quite well, in front of cover, Maxwell gets in the dive to his right and saves some runs",0
18,18,Nasir Jamshed,42321,James Pattinson,272465,"Pattinson to Nasir Jamshed, FOUR runs pitched up widish, and that has been crashed through covers, the fielder put in a dive but it whizzed past him, Jamshed getting front foot out and going powerfully at the drive",1st innings,Mohammad Hafeez,41434,Mitchell Starc,311592,2.6,four,10,4,10/0,"Pattinson to Nasir Jamshed, FOUR runs",,"pitched up widish, and that has been crashed through covers, the fielder put in a dive but it whizzed past him, Jamshed getting front foot out and going powerfully at the drive",0
19,19,Mohammad Hafeez,41434,Mitchell Starc,311592,"Starc to Mohammad Hafeez, 1 run punch off the back foot, and that is a fine sprint at mid off, ending in a tumble which stops the ball which was buzzing along at some pace",1st innings,Nasir Jamshed,42321,James Pattinson,272465,3.1,run,11,1,11/0,"Starc to Mohammad Hafeez, 1 run",,"punch off the back foot, and that is a fine sprint at mid off, ending in a tumble which stops the ball which was buzzing along at some pace",0
20,20,Nasir Jamshed,42321,Mitchell Starc,311592,"Starc to Nasir Jamshed, no run length ball played out to point",1st innings,Mohammad Hafeez,41434,James Pattinson,272465,3.2,no run,11,0,11/0,"Starc to Nasir Jamshed, no run",,length ball played out to point,0
21,21,Nasir Jamshed,42321,Mitchell Starc,311592,"Starc to Nasir Jamshed, no run angles it in fullish, 137.6 kph, forced out to mid on",1st innings,Mohammad Hafeez,41434,James Pattinson,272465,3.3,no run,11,0,11/0,"Starc to Nasir Jamshed, no run",,"angles it in fullish, 137.6 kph, forced out to mid on",0
22,22,Nasir Jamshed,42321,Mitchell Starc,311592,"Starc to Nasir Jamshed, FOUR runs short, into the body, and Jamshed is ready with the pull, swivels and lifts it over square leg from just above waist height",1st innings,Mohammad Hafeez,41434,James Pattinson,272465,3.4,four,15,4,15/0,"Starc to Nasir Jamshed, FOUR runs",,"short, into the body, and Jamshed is ready with the pull, swivels and lifts it over square leg from just above waist height",0
23,23,Nasir Jamshed,42321,Mitchell Starc,311592,"Starc to Nasir Jamshed, FOUR runs another four, Jamshed gets a pitched up delivery into the pads, and whips it crisply in the air in front of square leg",1st innings,Mohammad Hafeez,41434,James Pattinson,272465,3.5,four,19,4,19/0,"Starc to Nasir Jamshed, FOUR runs",,"another four, Jamshed gets a pitched up delivery into the pads, and whips it crisply in the air in front of square leg",0
