,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Mohammad Hafeez,41434,Brian Vitori,235514,"Vitori to Mohammad Hafeez, no run gets the first ball to straighten gently into Hafeez who defends solidly from the crease.",1st innings,0.1,no run,0,0,0/0,"Vitori to Mohammad Hafeez, no run",,gets the first ball to straighten gently into Hafeez who defends solidly from the crease.,0
1,1,Mohammad Hafeez,41434,Brian Vitori,235514,"Vitori to Mohammad Hafeez, 1 wide big swing. Uncontrolled from Vitori though, and it swerves down the leg side after landing on middle and leg.",1st innings,0.1,wide,1,1,1/0,"Vitori to Mohammad Hafeez, 1 wide",,"big swing. Uncontrolled from Vitori though, and it swerves down the leg side after landing on middle and leg.",0
2,2,Mohammad Hafeez,41434,Brian Vitori,235514,"Vitori to Mohammad Hafeez, FOUR runs short midwicket <i>nearly</i> in business! Viroti again gets the ball to duck into Hafeez who falls over as he flicks and the ball goes uppishly. Just past the catcher.",1st innings,0.2,four,5,4,5/0,"Vitori to Mohammad Hafeez, FOUR runs",,short midwicket <i>nearly</i> in business! Viroti again gets the ball to duck into Hafeez who falls over as he flicks and the ball goes uppishly. Just past the catcher.,0
3,3,Mohammad Hafeez,41434,Brian Vitori,235514,"Vitori to Mohammad Hafeez, 1 leg bye whoa, big deviation again. Vitori gets it to angle across towards middle and then dart in and cramp Hafeez as it hits the pad. Surely going down the leg side, and they pinch the leg bye.",1st innings,0.3,leg bye,6,1,6/0,"Vitori to Mohammad Hafeez, 1 leg bye",,"whoa, big deviation again. Vitori gets it to angle across towards middle and then dart in and cramp Hafeez as it hits the pad. Surely going down the leg side, and they pinch the leg bye.",0
4,4,Imran Farhat,40582,Brian Vitori,235514,"Vitori to Imran Farhat, FOUR runs elegant from Farhat, not so elegant from Waller running across from third man. Width outside off, Farhat sets himself up nicely and square drives. Waller runs across and puts in the slide, but can't stop it cleanly.",1st innings,0.4,four,10,4,10/0,"Vitori to Imran Farhat, FOUR runs",,"elegant from Farhat, not so elegant from Waller running across from third man. Width outside off, Farhat sets himself up nicely and square drives. Waller runs across and puts in the slide, but can't stop it cleanly.",0
5,5,Imran Farhat,40582,Brian Vitori,235514,"Vitori to Imran Farhat, no run shorter length, the ball carries through nicely as Farhat moves the bat away from the line.",1st innings,0.5,no run,10,0,10/0,"Vitori to Imran Farhat, no run",,"shorter length, the ball carries through nicely as Farhat moves the bat away from the line.",0
6,6,Imran Farhat,40582,Brian Vitori,235514,"Vitori to Imran Farhat, 1 run Farhat taps the last ball towards midwicket for a single. Not the best of starts for Vitori this.",1st innings,0.6,run,11,1,11/0,"Vitori to Imran Farhat, 1 run",,Farhat taps the last ball towards midwicket for a single. Not the best of starts for Vitori this.,0
7,7,Imran Farhat,40582,Kyle Jarvis,332996,"Jarvis to Imran Farhat, no run whanged in back of a length and it angles across. Farhat stays in the crease and defends to the off side.",1st innings,1.1,no run,11,0,11/0,"Jarvis to Imran Farhat, no run",,whanged in back of a length and it angles across. Farhat stays in the crease and defends to the off side.,0
8,8,Imran Farhat,40582,Kyle Jarvis,332996,"Jarvis to Imran Farhat, no run Farhat looks to nudge to the leg side and scoot across, but Jarvis is onto the ball real quick. Hafeez denies the single and Farhat scrambles back in. Jarvis' under-arm throw missed in any case.",1st innings,1.2,no run,11,0,11/0,"Jarvis to Imran Farhat, no run",,"Farhat looks to nudge to the leg side and scoot across, but Jarvis is onto the ball real quick. Hafeez denies the single and Farhat scrambles back in. Jarvis' under-arm throw missed in any case.",0
9,9,Imran Farhat,40582,Kyle Jarvis,332996,"Jarvis to Imran Farhat, FOUR runs he doesn't seem to have too many fans among our readers, but Farhat is looking good so far. Over-pitched outside off, he picked up the length in a trice, reached out to the pitch and drove it sumptuously through the covers.",1st innings,1.3,four,15,4,15/0,"Jarvis to Imran Farhat, FOUR runs",,"he doesn't seem to have too many fans among our readers, but Farhat is looking good so far. Over-pitched outside off, he picked up the length in a trice, reached out to the pitch and drove it sumptuously through the covers.",0
10,10,Imran Farhat,40582,Kyle Jarvis,332996,"Jarvis to Imran Farhat, 1 run on the pads this time, Farhat whips it down to fine leg for one more. Zimbabwe are all over the place in these first 2 overs.",1st innings,1.4,run,16,1,16/0,"Jarvis to Imran Farhat, 1 run",,"on the pads this time, Farhat whips it down to fine leg for one more. Zimbabwe are all over the place in these first 2 overs.",0
11,11,Mohammad Hafeez,41434,Kyle Jarvis,332996,"Jarvis to Mohammad Hafeez, 3 runs you can place as many slips as you want, but it won't help if you bowl short and wide. Hafeez is in too good form to let it go, and eases it in front of point for three more.",1st innings,1.5,run,19,3,19/0,"Jarvis to Mohammad Hafeez, 3 runs",,"you can place as many slips as you want, but it won't help if you bowl short and wide. Hafeez is in too good form to let it go, and eases it in front of point for three more.",0
12,12,Imran Farhat,40582,Kyle Jarvis,332996,"Jarvis to Imran Farhat, no run pitched up on off, Farhat shuffles into line and check drives to mid-off.",1st innings,1.6,no run,19,0,19/0,"Jarvis to Imran Farhat, no run",,"pitched up on off, Farhat shuffles into line and check drives to mid-off.",0
