,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Solomon Mire,290462,Safyaan Sharif,414970,"Sharif to Mire, 1 run ",1st innings,0.1,run,1,1,1/0,"Sharif to Mire, 1 run",,,0
1,2,Cephas Zhuwao,235532,Safyaan Sharif,414970,"Sharif to Zhuwao, no run ",1st innings,0.2,no run,1,0,1/0,"Sharif to Zhuwao, no run",,,0
2,3,Cephas Zhuwao,235532,Safyaan Sharif,414970,"Sharif to Zhuwao, FOUR runs ",1st innings,0.3,four,5,4,5/0,"Sharif to Zhuwao, FOUR runs",,,0
3,4,Cephas Zhuwao,235532,Safyaan Sharif,414970,"Sharif to Zhuwao, FOUR runs ",1st innings,0.4,four,9,4,9/0,"Sharif to Zhuwao, FOUR runs",,,0
4,5,Cephas Zhuwao,235532,Safyaan Sharif,414970,"Sharif to Zhuwao, no run ",1st innings,0.5,no run,9,0,9/0,"Sharif to Zhuwao, no run",,,0
5,6,Cephas Zhuwao,235532,Safyaan Sharif,414970,"Sharif to Zhuwao, SIX runs ",1st innings,0.6,six,16,6,16/0,"Sharif to Zhuwao, SIX runs",,,0
6,7,Solomon Mire,290462,Brad Wheal,807535,"Wheal to Mire, no run ",1st innings,1.1,no run,16,0,16/0,"Wheal to Mire, no run",,,0
7,8,Solomon Mire,290462,Brad Wheal,807535,"Wheal to Mire, no run ",1st innings,1.2,no run,16,0,16/0,"Wheal to Mire, no run",,,0
8,9,Solomon Mire,290462,Brad Wheal,807535,"Wheal to Mire, no run ",1st innings,1.3,no run,16,0,16/0,"Wheal to Mire, no run",,,0
9,10,Solomon Mire,290462,Brad Wheal,807535,"Wheal to Mire, no run ",1st innings,1.4,no run,16,0,16/0,"Wheal to Mire, no run",,,0
10,11,Solomon Mire,290462,Brad Wheal,807535,"Wheal to Mire, no run ",1st innings,1.5,no run,16,0,16/0,"Wheal to Mire, no run",,,0
11,12,Solomon Mire,290462,Brad Wheal,807535,"Wheal to Mire, no run ",1st innings,1.6,no run,16,0,16/0,"Wheal to Mire, no run",,,0
12,13,Cephas Zhuwao,235532,Safyaan Sharif,414970,"Sharif to Zhuwao, no run ",1st innings,2.1,no run,16,0,16/0,"Sharif to Zhuwao, no run",,,0
13,14,Cephas Zhuwao,235532,Safyaan Sharif,414970,"Sharif to Zhuwao, FOUR runs ",1st innings,2.2,four,20,4,20/0,"Sharif to Zhuwao, FOUR runs",,,0
14,15,Cephas Zhuwao,235532,Safyaan Sharif,414970,"Sharif to Zhuwao, no run ",1st innings,2.3,no run,20,0,20/0,"Sharif to Zhuwao, no run",,,0
15,16,Cephas Zhuwao,235532,Safyaan Sharif,414970,"Sharif to Zhuwao, OUT ",1st innings,2.4,out,20,0,20/1,"Sharif to Zhuwao, OUT",,,1
