,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Irfan Ahmed,208253,Norman Vanua,524253,"Vanua to Irfan Ahmed, 1 run ",1st innings,,,,,0.1,run,1,1,1/0,"Vanua to Irfan Ahmed, 1 run",,,0
1,2,Waqas Barkat,350632,Norman Vanua,524253,"Vanua to Waqas Barkat, 1 run ",1st innings,Irfan Ahmed,208253,,,0.2,run,2,1,2/0,"Vanua to Waqas Barkat, 1 run",,,0
2,3,Irfan Ahmed,208253,Norman Vanua,524253,"Vanua to Irfan Ahmed, no run ",1st innings,Waqas Barkat,350632,,,0.3,no run,2,0,2/0,"Vanua to Irfan Ahmed, no run",,,0
3,4,Irfan Ahmed,208253,Norman Vanua,524253,"Vanua to Irfan Ahmed, OUT ",1st innings,Waqas Barkat,350632,,,0.4,out,2,0,2/1,"Vanua to Irfan Ahmed, OUT",,,1
4,5,Anshy Rath,452472,Norman Vanua,524253,"Vanua to Anshuman Rath, no run ",1st innings,Waqas Barkat,350632,,,0.5,no run,2,0,2/1,"Vanua to Anshuman Rath, no run",,,1
5,6,Anshy Rath,452472,Norman Vanua,524253,"Vanua to Anshuman Rath, no run ",1st innings,Waqas Barkat,350632,,,1.0,no run,2,0,2/1,"Vanua to Anshuman Rath, no run",,,1
6,7,Waqas Barkat,350632,Willie Gavera,302850,"Gavera to Waqas Barkat, no run ",1st innings,Anshy Rath,452472,Norman Vanua,524253,1.1,no run,2,0,2/1,"Gavera to Waqas Barkat, no run",,,1
7,8,Waqas Barkat,350632,Willie Gavera,302850,"Gavera to Waqas Barkat, no run ",1st innings,Anshy Rath,452472,Norman Vanua,524253,1.2,no run,2,0,2/1,"Gavera to Waqas Barkat, no run",,,1
8,9,Waqas Barkat,350632,Willie Gavera,302850,"Gavera to Waqas Barkat, 1 run ",1st innings,Anshy Rath,452472,Norman Vanua,524253,1.3,run,3,1,3/1,"Gavera to Waqas Barkat, 1 run",,,1
9,9,Anshy Rath,452472,Willie Gavera,302850,"Gavera to Anshuman Rath, 1 wide ",1st innings,Waqas Barkat,350632,Norman Vanua,524253,1.3,wide,4,1,4/1,"Gavera to Anshuman Rath, 1 wide",,,1
