,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Kraigg Brathwaite,348024,Steven Finn,210283,"Finn to KC Brathwaite, 1 run ambles in and finds his length, slightly too straight and Brathwaite is off the mark straight away with a nudge between midwicket and mid-on",1st innings,0.1,run,1,1,1/0,"Finn to KC Brathwaite, 1 run",,"ambles in and finds his length, slightly too straight and Brathwaite is off the mark straight away with a nudge between midwicket and mid-on",0
1,2,Evin Lewis,431901,Steven Finn,210283,"Finn to Lewis, FOUR runs too short, too wide and given the treatment, Lewis is away without delay too, a meaty thwock in front of cover and it races for four",1st innings,0.2,four,5,4,5/0,"Finn to Lewis, FOUR runs",,"too short, too wide and given the treatment, Lewis is away without delay too, a meaty thwock in front of cover and it races for four",0
2,3,Evin Lewis,431901,Steven Finn,210283,"Finn to Lewis, FOUR runs two in a row, this time creamed on the drive! Pitched up outside off and Lewis just stepped out and languidly drilled the ball through the covers for another boundary",1st innings,0.3,four,9,4,9/0,"Finn to Lewis, FOUR runs",,"two in a row, this time creamed on the drive! Pitched up outside off and Lewis just stepped out and languidly drilled the ball through the covers for another boundary",0
3,4,Evin Lewis,431901,Steven Finn,210283,"Finn to Lewis, no run short of a length, this time he goes back and looks to tuck to leg, gets a leading edge",1st innings,0.4,no run,9,0,9/0,"Finn to Lewis, no run",,"short of a length, this time he goes back and looks to tuck to leg, gets a leading edge",0
4,5,Evin Lewis,431901,Steven Finn,210283,"Finn to Lewis, no run dug in short again, over the stumps and defended on the back foot",1st innings,0.5,no run,9,0,9/0,"Finn to Lewis, no run",,"dug in short again, over the stumps and defended on the back foot",0
5,6,Evin Lewis,431901,Steven Finn,210283,"Finn to Lewis, no run good length around off stump, 136kph/84mph and Lewis pushes without much vigour towards mid-off - decent first over for WI, though",1st innings,0.6,no run,9,0,9/0,"Finn to Lewis, no run",136kph,"good length around off stump, 136kph/84mph and Lewis pushes without much vigour towards mid-off - decent first over for WI, though",0
6,7,Kraigg Brathwaite,348024,Chris Woakes,247235,"Woakes to KC Brathwaite, no run shortish outside off, Brathwaite cuts but gets a bottom edge into the turf",1st innings,1.1,no run,9,0,9/0,"Woakes to KC Brathwaite, no run",,"shortish outside off, Brathwaite cuts but gets a bottom edge into the turf",0
7,8,Kraigg Brathwaite,348024,Chris Woakes,247235,"Woakes to KC Brathwaite, no run dug in back of a length around the line of off, defended on the back foot",1st innings,1.2,no run,9,0,9/0,"Woakes to KC Brathwaite, no run",,"dug in back of a length around the line of off, defended on the back foot",0
8,9,Kraigg Brathwaite,348024,Chris Woakes,247235,"Woakes to KC Brathwaite, no run touch straighter, over the top of off stump, 134kph/82mph and defended by Brathwaite",1st innings,1.3,no run,9,0,9/0,"Woakes to KC Brathwaite, no run",134kph,"touch straighter, over the top of off stump, 134kph/82mph and defended by Brathwaite",0
9,10,Kraigg Brathwaite,348024,Chris Woakes,247235,"Woakes to KC Brathwaite, 2 runs little bit of width this time, Brathwaite hops across and plays a controlled back-foot punch in front of point for a couple",1st innings,1.4,run,11,2,11/0,"Woakes to KC Brathwaite, 2 runs",,"little bit of width this time, Brathwaite hops across and plays a controlled back-foot punch in front of point for a couple",0
