,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, 2 runs short, pulled into the ground behind square leg and Watson's off the mark first ball",1st innings,0.1,run,2,2,2/0,"Roach to Watson, 2 runs",,"short, pulled into the ground behind square leg and Watson's off the mark first ball",0
1,2,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, no run bouncer, flies through as the batsman ducks",1st innings,0.2,no run,2,0,2/0,"Roach to Watson, no run",,"bouncer, flies through as the batsman ducks",0
2,3,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, no run length, on off and defended down the wicket",1st innings,0.3,no run,2,0,2/0,"Roach to Watson, no run",,"length, on off and defended down the wicket",0
3,4,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, no run short, attacking the batsman's body, dropped into the on side",1st innings,0.4,no run,2,0,2/0,"Roach to Watson, no run",,"short, attacking the batsman's body, dropped into the on side",0
4,5,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, no run length, seaming in and taking a chunk of bat before hitting the pad and rolling to midwicket",1st innings,0.5,no run,2,0,2/0,"Roach to Watson, no run",,"length, seaming in and taking a chunk of bat before hitting the pad and rolling to midwicket",0
5,6,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, no run length ball outside off and Watson's shoulders arms",1st innings,0.6,no run,2,0,2/0,"Roach to Watson, no run",,length ball outside off and Watson's shoulders arms,0
6,7,David Warner,219889,Dwayne Bravo,51439,"DJ Bravo to Warner, no run full, swinging in a touch and driven to mid-off",1st innings,1.1,no run,2,0,2/0,"DJ Bravo to Warner, no run",,"full, swinging in a touch and driven to mid-off",0
7,8,David Warner,219889,Dwayne Bravo,51439,"DJ Bravo to Warner, no run full again, swinging in before seaming a touch, beating Warner's attempted glance. <i>Very</i> close that",1st innings,1.2,no run,2,0,2/0,"DJ Bravo to Warner, no run",,"full again, swinging in before seaming a touch, beating Warner's attempted glance. <i>Very</i> close that",0
8,9,David Warner,219889,Dwayne Bravo,51439,"DJ Bravo to Warner, no run length, pushed towards cover",1st innings,1.3,no run,2,0,2/0,"DJ Bravo to Warner, no run",,"length, pushed towards cover",0
9,10,David Warner,219889,Dwayne Bravo,51439,"DJ Bravo to Warner, 1 run angled across and driven wide of the cover fielder",1st innings,1.4,run,3,1,3/0,"DJ Bravo to Warner, 1 run",,angled across and driven wide of the cover fielder,0
10,11,Shane Watson,8180,Dwayne Bravo,51439,"DJ Bravo to Watson, 2 runs slightly full, on off and punched through the leg side",1st innings,1.5,run,5,2,5/0,"DJ Bravo to Watson, 2 runs",,"slightly full, on off and punched through the leg side",0
11,12,Shane Watson,8180,Dwayne Bravo,51439,"DJ Bravo to Watson, no run length, prodded into the on side",1st innings,1.6,no run,5,0,5/0,"DJ Bravo to Watson, no run",,"length, prodded into the on side",0
12,13,David Warner,219889,Kemar Roach,230553,"Roach to Warner, no run short, Warner goes back on his toes and cuts to the man at point",1st innings,2.1,no run,5,0,5/0,"Roach to Warner, no run",,"short, Warner goes back on his toes and cuts to the man at point",0
13,14,David Warner,219889,Kemar Roach,230553,"Roach to Warner, no run thumps into Warner's pad as he chopped down on the ball - but it pitched outside leg",1st innings,2.2,no run,5,0,5/0,"Roach to Warner, no run",,thumps into Warner's pad as he chopped down on the ball - but it pitched outside leg,0
14,15,David Warner,219889,Kemar Roach,230553,"Roach to Warner, no run slanted across and dabbed to point again",1st innings,2.3,no run,5,0,5/0,"Roach to Warner, no run",,slanted across and dabbed to point again,0
15,16,David Warner,219889,Kemar Roach,230553,"Roach to Warner, no run length and beats the outside edge, Warner slashing like a horror movie bad guy",1st innings,2.4,no run,5,0,5/0,"Roach to Warner, no run",,"length and beats the outside edge, Warner slashing like a horror movie bad guy",0
16,17,David Warner,219889,Kemar Roach,230553,"Roach to Warner, no run on the legs and nudged square to the fielder",1st innings,2.5,no run,5,0,5/0,"Roach to Warner, no run",,on the legs and nudged square to the fielder,0
17,18,David Warner,219889,Kemar Roach,230553,"Roach to Warner, no run short, hooked off his hips, again to the fielder, who tries to throw down the non-striker's end",1st innings,2.6,no run,5,0,5/0,"Roach to Warner, no run",,"short, hooked off his hips, again to the fielder, who tries to throw down the non-striker's end",0
18,19,Shane Watson,8180,Dwayne Bravo,51439,"DJ Bravo to Watson, 1 run bit of width and Watson leans into a lazy, picture-perfect cover drive to the sweeper on the boundary",1st innings,3.1,run,6,1,6/0,"DJ Bravo to Watson, 1 run",,"bit of width and Watson leans into a lazy, picture-perfect cover drive to the sweeper on the boundary",0
19,20,David Warner,219889,Dwayne Bravo,51439,"DJ Bravo to Warner, 2 runs leg-stump line, tucked up but manages to squeeze the ball between square leg and midwicket for a couple",1st innings,3.2,run,8,2,8/0,"DJ Bravo to Warner, 2 runs",,"leg-stump line, tucked up but manages to squeeze the ball between square leg and midwicket for a couple",0
20,21,David Warner,219889,Dwayne Bravo,51439,"DJ Bravo to Warner, 2 runs full, driven in the air, <i>just</i> dying on the fielder, Johnson Charles, as he dived for what would have been a spectacular catch",1st innings,3.3,run,10,2,10/0,"DJ Bravo to Warner, 2 runs",,"full, driven in the air, <i>just</i> dying on the fielder, Johnson Charles, as he dived for what would have been a spectacular catch",0
21,22,David Warner,219889,Dwayne Bravo,51439,"DJ Bravo to Warner, FOUR runs short and hooked powerfully over midwicket - a sign of attacking intent from Warner",1st innings,3.4,four,14,4,14/0,"DJ Bravo to Warner, FOUR runs",,short and hooked powerfully over midwicket - a sign of attacking intent from Warner,0
22,23,David Warner,219889,Dwayne Bravo,51439,"DJ Bravo to Warner, no run length, outside off and angling across, driven on the bounce to cover-point",1st innings,3.5,no run,14,0,14/0,"DJ Bravo to Warner, no run",,"length, outside off and angling across, driven on the bounce to cover-point",0
23,24,David Warner,219889,Dwayne Bravo,51439,"DJ Bravo to Warner, no run defended into the off side",1st innings,3.6,no run,14,0,14/0,"DJ Bravo to Warner, no run",,defended into the off side,0
24,25,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, no run length, on the stumps, defended",1st innings,4.1,no run,14,0,14/0,"Roach to Watson, no run",,"length, on the stumps, defended",0
25,26,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, 1 run bit of room outside off and driven through a gap in the covers",1st innings,4.2,run,15,1,15/0,"Roach to Watson, 1 run",,bit of room outside off and driven through a gap in the covers,0
26,27,David Warner,219889,Kemar Roach,230553,"Roach to Warner, 1 run length, cut behind square",1st innings,4.3,run,16,1,16/0,"Roach to Warner, 1 run",,"length, cut behind square",0
27,28,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, no run angled in from wide of the stumps, defended on the front foot",1st innings,4.4,no run,16,0,16/0,"Roach to Watson, no run",,"angled in from wide of the stumps, defended on the front foot",0
28,29,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, no run defended on the stumps",1st innings,4.5,no run,16,0,16/0,"Roach to Watson, no run",,defended on the stumps,0
29,30,Shane Watson,8180,Kemar Roach,230553,"Roach to Watson, no run defended to third man, an aborted run nearly has Watson in trouble",1st innings,4.6,no run,16,0,16/0,"Roach to Watson, no run",,"defended to third man, an aborted run nearly has Watson in trouble",0
30,31,David Warner,219889,Dwayne Bravo,51439,"DJ Bravo to Warner, no run length, tight off-stump line, defended",1st innings,5.1,no run,16,0,16/0,"DJ Bravo to Warner, no run",,"length, tight off-stump line, defended",0
31,32,David Warner,219889,Dwayne Bravo,51439,"DJ Bravo to Warner, 3 runs full, driven square and a misfield sees the ball slip through at point before being reined in near the boundary",1st innings,5.2,run,19,3,19/0,"DJ Bravo to Warner, 3 runs",,"full, driven square and a misfield sees the ball slip through at point before being reined in near the boundary",0
32,33,Shane Watson,8180,Dwayne Bravo,51439,"DJ Bravo to Watson, no run good length, outside off and driven to cover where Sammy catches on the bounce",1st innings,5.3,no run,19,0,19/0,"DJ Bravo to Watson, no run",,"good length, outside off and driven to cover where Sammy catches on the bounce",0
