,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, no run starts accurately, pitched up and a hint of away movement, defended off the front foot towards mid-off",1st innings,0.1,no run,0,0,0/0,"Steyn to Finch, no run",,"starts accurately, pitched up and a hint of away movement, defended off the front foot towards mid-off",0
1,2,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, 1 run shuffles across and taps the ball towards midwicket, sets off for a quick single",1st innings,0.2,run,1,1,1/0,"Steyn to Finch, 1 run",,"shuffles across and taps the ball towards midwicket, sets off for a quick single",0
2,3,Phillip Hughes,272364,Dale Steyn,47492,"Steyn to Hughes, no run length ball on middle stump, Hughes plays that from within the crease, defended down the track",1st innings,0.3,no run,1,0,1/0,"Steyn to Hughes, no run",,"length ball on middle stump, Hughes plays that from within the crease, defended down the track",0
3,4,Phillip Hughes,272364,Dale Steyn,47492,"Steyn to Hughes, no run short of length ball just outside off, defended towards cover",1st innings,0.4,no run,1,0,1/0,"Steyn to Hughes, no run",,"short of length ball just outside off, defended towards cover",0
4,5,Phillip Hughes,272364,Dale Steyn,47492,"Steyn to Hughes, FOUR runs drops it a touch short, Hughes latches on to that, whipped away towards deep midwicket for four, that one sat up even at Steyn's pace",1st innings,0.5,four,5,4,5/0,"Steyn to Hughes, FOUR runs",,"drops it a touch short, Hughes latches on to that, whipped away towards deep midwicket for four, that one sat up even at Steyn's pace",0
5,6,Phillip Hughes,272364,Dale Steyn,47492,"Steyn to Hughes, FOUR runs far less convincing boundary this time, Steyn fires it wide outside off, Hughes lashes out at that, flies wide of gully for four, for a moment it seemed the fielder there had a chance",1st innings,0.6,four,9,4,9/0,"Steyn to Hughes, FOUR runs",,"far less convincing boundary this time, Steyn fires it wide outside off, Hughes lashes out at that, flies wide of gully for four, for a moment it seemed the fielder there had a chance",0
6,7,Aaron Finch,5334,Jean-Paul Duminy,44932,"Duminy to Finch, no run flighted from round the wicket, full and that is driven off the front foot towards mid-off",1st innings,1.1,no run,9,0,9/0,"Duminy to Finch, no run",,"flighted from round the wicket, full and that is driven off the front foot towards mid-off",0
7,8,Aaron Finch,5334,Jean-Paul Duminy,44932,"Duminy to Finch, no run spins in quite a bit after pitching just outside off, chops this off the back foot, from the line of middle stump",1st innings,1.2,no run,9,0,9/0,"Duminy to Finch, no run",,"spins in quite a bit after pitching just outside off, chops this off the back foot, from the line of middle stump",0
8,9,Aaron Finch,5334,Jean-Paul Duminy,44932,"Duminy to Finch, 2 runs gives this one plenty of air, doesn't land before reaching the batsman, Finch tucks that away towards midwicket for two",1st innings,1.3,run,11,2,11/0,"Duminy to Finch, 2 runs",,"gives this one plenty of air, doesn't land before reaching the batsman, Finch tucks that away towards midwicket for two",0
9,10,Aaron Finch,5334,Jean-Paul Duminy,44932,"Duminy to Finch, no run length ball on middle stump, driven towards cover this time, 'Wait on,' Finch shouts after the shot",1st innings,1.4,no run,11,0,11/0,"Duminy to Finch, no run",,"length ball on middle stump, driven towards cover this time, 'Wait on,' Finch shouts after the shot",0
10,11,Aaron Finch,5334,Jean-Paul Duminy,44932,"Duminy to Finch, no run Duminy flighting it quite a bit in this over, a crisp drive towards cover, a diving stop by Faf du Plessis",1st innings,1.5,no run,11,0,11/0,"Duminy to Finch, no run",,"Duminy flighting it quite a bit in this over, a crisp drive towards cover, a diving stop by Faf du Plessis",0
11,12,Aaron Finch,5334,Jean-Paul Duminy,44932,"Duminy to Finch, no run on the pads, clipped towards square leg by Finch",1st innings,1.6,no run,11,0,11/0,"Duminy to Finch, no run",,"on the pads, clipped towards square leg by Finch",0
12,13,Phillip Hughes,272364,Dale Steyn,47492,"Steyn to Hughes, 3 runs back of length outside off and Hughes cuts it late past point in the gap for three runs",1st innings,2.1,run,14,3,14/0,"Steyn to Hughes, 3 runs",,back of length outside off and Hughes cuts it late past point in the gap for three runs,0
13,14,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, no run straighter delivery from short of length outside off, inside edge thuds onto Finch's pads",1st innings,2.2,no run,14,0,14/0,"Steyn to Finch, no run",,"straighter delivery from short of length outside off, inside edge thuds onto Finch's pads",0
14,15,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, no run brings it in with the angle this time from length, Finch defends by closing the bat angle on the leg side",1st innings,2.3,no run,14,0,14/0,"Steyn to Finch, no run",,"brings it in with the angle this time from length, Finch defends by closing the bat angle on the leg side",0
15,16,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, no run back of length outside off, he hops back to defend it back",1st innings,2.4,no run,14,0,14/0,"Steyn to Finch, no run",,"back of length outside off, he hops back to defend it back",0
16,17,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, no run seams in from short of length towards off stumps, defends off the back foot again",1st innings,2.5,no run,14,0,14/0,"Steyn to Finch, no run",,"seams in from short of length towards off stumps, defends off the back foot again",0
17,18,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, 1 run outside off, Finch runs it down to third man to keep strike",1st innings,2.6,run,15,1,15/0,"Steyn to Finch, 1 run",,"outside off, Finch runs it down to third man to keep strike",0
18,19,Aaron Finch,5334,Jean-Paul Duminy,44932,"Duminy to Finch, no run bit of flight towards leg stump, takes the pad instead of the bat",1st innings,3.1,no run,15,0,15/0,"Duminy to Finch, no run",,"bit of flight towards leg stump, takes the pad instead of the bat",0
19,20,Aaron Finch,5334,Jean-Paul Duminy,44932,"Duminy to Finch, 1 run fuller on leg stump, driven down the ground to long-on",1st innings,3.2,run,16,1,16/0,"Duminy to Finch, 1 run",,"fuller on leg stump, driven down the ground to long-on",0
20,21,Phillip Hughes,272364,Jean-Paul Duminy,44932,"Duminy to Hughes, 1 run tossed up on the leg side, tucked off the pads behind square for one",1st innings,3.3,run,17,1,17/0,"Duminy to Hughes, 1 run",,"tossed up on the leg side, tucked off the pads behind square for one",0
21,22,Aaron Finch,5334,Jean-Paul Duminy,44932,"Duminy to Finch, 1 run full on off, driven firmly to mid-off where a misfield from Morkel concedes an easy single",1st innings,3.4,run,18,1,18/0,"Duminy to Finch, 1 run",,"full on off, driven firmly to mid-off where a misfield from Morkel concedes an easy single",0
22,23,Phillip Hughes,272364,Jean-Paul Duminy,44932,"Duminy to Hughes, no run slightly flatter on leg stump, pushed to midwicket",1st innings,3.5,no run,18,0,18/0,"Duminy to Hughes, no run",,"slightly flatter on leg stump, pushed to midwicket",0
23,24,Phillip Hughes,272364,Jean-Paul Duminy,44932,"Duminy to Hughes, no run mix up, chance for a rune out, but missed! It was going towards middle and leg and Hughes pushed it just behind square on leg but did not respond to Finch's call, who was halfway down the pitch. But de Kock could not pick up the ball on first attempt and Finch was back on time",1st innings,3.6,no run,18,0,18/0,"Duminy to Hughes, no run",,"mix up, chance for a rune out, but missed! It was going towards middle and leg and Hughes pushed it just behind square on leg but did not respond to Finch's call, who was halfway down the pitch. But de Kock could not pick up the ball on first attempt and Finch was back on time",0
24,25,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, no run back of length outside off, he defends off the back foot",1st innings,4.1,no run,18,0,18/0,"Steyn to Finch, no run",,"back of length outside off, he defends off the back foot",0
25,26,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, no run touch fuller just outside off stump, he defends it back to Steyn",1st innings,4.2,no run,18,0,18/0,"Steyn to Finch, no run",,"touch fuller just outside off stump, he defends it back to Steyn",0
26,27,Aaron Finch,5334,Dale Steyn,47492,"Steyn to Finch, 1 leg bye stifled appeal, but not from Steyn, as this one nipped in after pitching and hit the front pad in front off middle, but he was on his toes and it was going over",1st innings,4.3,leg bye,19,1,19/0,"Steyn to Finch, 1 leg bye",,"stifled appeal, but not from Steyn, as this one nipped in after pitching and hit the front pad in front off middle, but he was on his toes and it was going over",0
27,28,Phillip Hughes,272364,Dale Steyn,47492,"Steyn to Hughes, no run length delivery outside off, it's not too wide but Hughes goes for a big swish-cum-drive-cum-cut and misses, good carry for the keeper",1st innings,4.4,no run,19,0,19/0,"Steyn to Hughes, no run",,"length delivery outside off, it's not too wide but Hughes goes for a big swish-cum-drive-cum-cut and misses, good carry for the keeper",0
28,29,Phillip Hughes,272364,Dale Steyn,47492,"Steyn to Hughes, no run towards off stump and Hughes defends it on leg side off the front foot",1st innings,4.5,no run,19,0,19/0,"Steyn to Hughes, no run",,towards off stump and Hughes defends it on leg side off the front foot,0
