,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Tamim Iqbal,56194,Mohammad Nabi,25913,"Mohammad Nabi to Tamim Iqbal, no run bowls it on middle stump channel, Tamim taps it to midwicket",1st innings,,,,,0.1,no run,0,0,0/0,"Mohammad Nabi to Tamim Iqbal, no run",,"bowls it on middle stump channel, Tamim taps it to midwicket",0
1,2,Tamim Iqbal,56194,Mohammad Nabi,25913,"Mohammad Nabi to Tamim Iqbal, no run bowls it on middle stumps, blocked",1st innings,,,,,0.2,no run,0,0,0/0,"Mohammad Nabi to Tamim Iqbal, no run",,"bowls it on middle stumps, blocked",0
2,3,Tamim Iqbal,56194,Mohammad Nabi,25913,"Mohammad Nabi to Tamim Iqbal, no run tossed up outside off, driven back to the bowler",1st innings,,,,,0.3,no run,0,0,0/0,"Mohammad Nabi to Tamim Iqbal, no run",,"tossed up outside off, driven back to the bowler",0
3,4,Tamim Iqbal,56194,Mohammad Nabi,25913,"Mohammad Nabi to Tamim Iqbal, no run defends and the ball goes on the bounce to slip",1st innings,,,,,0.4,no run,0,0,0/0,"Mohammad Nabi to Tamim Iqbal, no run",,defends and the ball goes on the bounce to slip,0
4,5,Tamim Iqbal,56194,Mohammad Nabi,25913,"Mohammad Nabi to Tamim Iqbal, no run Tamim drives it to mid-off gently",1st innings,,,,,0.5,no run,0,0,0/0,"Mohammad Nabi to Tamim Iqbal, no run",,Tamim drives it to mid-off gently,0
5,6,Tamim Iqbal,56194,Mohammad Nabi,25913,"Mohammad Nabi to Tamim Iqbal, no run drifting in from outside off, gets forward and defends to the off side",1st innings,Soumya Sarkar,436677,,,1.0,no run,0,0,0/0,"Mohammad Nabi to Tamim Iqbal, no run",,"drifting in from outside off, gets forward and defends to the off side",0
6,7,Soumya Sarkar,436677,Dawlat Zadran,516561,"Dawlat Zadran to Soumya Sarkar, 3 runs length ball but fired on the pads, tucked away to midwicket, Rashid Khan runs across from deep square leg and slides it pull it back, they go upstairs to check if he has made contact with the ropes. It's tough and go and replays show that he has just about managed to avoid contact",1st innings,Tamim Iqbal,56194,Mohammad Nabi,25913,1.1,run,3,3,3/0,"Dawlat Zadran to Soumya Sarkar, 3 runs",,"length ball but fired on the pads, tucked away to midwicket, Rashid Khan runs across from deep square leg and slides it pull it back, they go upstairs to check if he has made contact with the ropes. It's tough and go and replays show that he has just about managed to avoid contact",0
7,8,Tamim Iqbal,56194,Dawlat Zadran,516561,"Dawlat Zadran to Tamim Iqbal, no run Tamim defends it to mid-off",1st innings,Soumya Sarkar,436677,Mohammad Nabi,25913,1.2,no run,3,0,3/0,"Dawlat Zadran to Tamim Iqbal, no run",,Tamim defends it to mid-off,0
8,8,Tamim Iqbal,56194,Dawlat Zadran,516561,"Dawlat Zadran to Tamim Iqbal, 1 wide sprays it down the leg side",1st innings,Soumya Sarkar,436677,Mohammad Nabi,25913,1.2,wide,4,1,4/0,"Dawlat Zadran to Tamim Iqbal, 1 wide",,sprays it down the leg side,0
9,9,Tamim Iqbal,56194,Dawlat Zadran,516561,"Dawlat Zadran to Tamim Iqbal, 1 run gets his foot across and tucks it to backward square leg",1st innings,Soumya Sarkar,436677,Mohammad Nabi,25913,1.3,run,5,1,5/0,"Dawlat Zadran to Tamim Iqbal, 1 run",,gets his foot across and tucks it to backward square leg,0
10,10,Soumya Sarkar,436677,Dawlat Zadran,516561,"Dawlat Zadran to Soumya Sarkar, 2 runs short of a length on leg stump channel, tucks it very fine and Rashid Khan once again puts in the dive and pulls it back before the ropes",1st innings,Tamim Iqbal,56194,Mohammad Nabi,25913,1.4,run,7,2,7/0,"Dawlat Zadran to Soumya Sarkar, 2 runs",,"short of a length on leg stump channel, tucks it very fine and Rashid Khan once again puts in the dive and pulls it back before the ropes",0
11,11,Soumya Sarkar,436677,Dawlat Zadran,516561,"Dawlat Zadran to Soumya Sarkar, FOUR runs poor delivery. It's full and angled across, bowled right on the pads, easily clipped away off the pads to the open deep midwicket region, uses the angle to his advantage and times it well",1st innings,Tamim Iqbal,56194,Mohammad Nabi,25913,1.5,four,11,4,11/0,"Dawlat Zadran to Soumya Sarkar, FOUR runs",,"poor delivery. It's full and angled across, bowled right on the pads, easily clipped away off the pads to the open deep midwicket region, uses the angle to his advantage and times it well",0
12,12,Soumya Sarkar,436677,Dawlat Zadran,516561,"Dawlat Zadran to Soumya Sarkar, no run back of a length and angled across, left alone outside off",1st innings,Tamim Iqbal,56194,Mohammad Nabi,25913,2.0,no run,11,0,11/0,"Dawlat Zadran to Soumya Sarkar, no run",,"back of a length and angled across, left alone outside off",0
13,13,Tamim Iqbal,56194,Mohammad Nabi,25913,"Mohammad Nabi to Tamim Iqbal, no run <b>drops a sitter</b>. Short ball, Tamim tries to pull and he miscues it. Gets it horribly wrong as it bounces more than he anticipated and gets big on him. Gets a top edge and Stanikzai spills a sitter at mid-on as he tries to catch it with his fingers pointing up",1st innings,Soumya Sarkar,436677,Dawlat Zadran,516561,2.1,no run,11,0,11/0,"Mohammad Nabi to Tamim Iqbal, no run",,"<b>drops a sitter</b>. Short ball, Tamim tries to pull and he miscues it. Gets it horribly wrong as it bounces more than he anticipated and gets big on him. Gets a top edge and Stanikzai spills a sitter at mid-on as he tries to catch it with his fingers pointing up",0
14,14,Tamim Iqbal,56194,Mohammad Nabi,25913,"Mohammad Nabi to Tamim Iqbal, no run defended back to the bowler",1st innings,Soumya Sarkar,436677,Dawlat Zadran,516561,2.2,no run,11,0,11/0,"Mohammad Nabi to Tamim Iqbal, no run",,defended back to the bowler,0
15,15,Tamim Iqbal,56194,Mohammad Nabi,25913,"Mohammad Nabi to Tamim Iqbal, no run gets forward and defends to covers",1st innings,Soumya Sarkar,436677,Dawlat Zadran,516561,2.3,no run,11,0,11/0,"Mohammad Nabi to Tamim Iqbal, no run",,gets forward and defends to covers,0
16,16,Tamim Iqbal,56194,Mohammad Nabi,25913,"Mohammad Nabi to Tamim Iqbal, no run tossed up outside off,  gets forward and drives to covers",1st innings,Soumya Sarkar,436677,Dawlat Zadran,516561,2.4,no run,11,0,11/0,"Mohammad Nabi to Tamim Iqbal, no run",,"tossed up outside off,  gets forward and drives to covers",0
17,17,Tamim Iqbal,56194,Mohammad Nabi,25913,"Mohammad Nabi to Tamim Iqbal, FOUR runs flighted outside off, gets forward and glides it past the cordon to third man for a boundary",1st innings,Soumya Sarkar,436677,Dawlat Zadran,516561,2.5,four,15,4,15/0,"Mohammad Nabi to Tamim Iqbal, FOUR runs",,"flighted outside off, gets forward and glides it past the cordon to third man for a boundary",0
18,18,Tamim Iqbal,56194,Mohammad Nabi,25913,"Mohammad Nabi to Tamim Iqbal, 1 run comes forward and drives to long-off",1st innings,Soumya Sarkar,436677,Dawlat Zadran,516561,3.0,run,16,1,16/0,"Mohammad Nabi to Tamim Iqbal, 1 run",,comes forward and drives to long-off,0
19,19,Tamim Iqbal,56194,Dawlat Zadran,516561,"Dawlat Zadran to Tamim Iqbal, 1 run looks to come forward and defend but gets an inside edge and the ball goes to square leg",1st innings,Soumya Sarkar,436677,Mohammad Nabi,25913,3.1,run,17,1,17/0,"Dawlat Zadran to Tamim Iqbal, 1 run",,looks to come forward and defend but gets an inside edge and the ball goes to square leg,0
