,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,Mohammad Shahzad,419873,Usman Shinwari,697279,"Usman Shinwari to Mohammad Shahzad, no run moves away on a good length from Shahzad. Some movement first up for Usman",1st innings,Ihsanullah,703323,,,0.1,no run,0,0,0/0,"Usman Shinwari to Mohammad Shahzad, no run",,moves away on a good length from Shahzad. Some movement first up for Usman,0
1,1,Mohammad Shahzad,419873,Usman Shinwari,697279,"Usman Shinwari to Mohammad Shahzad, 1 no ball <b>Loud shout</b> They've gone for the review. And it's a <b>no-ball</b>! That will not make Pakistan happy. They took time to go for the review because the left-arm pacer from over the wicket, there is always the danger of pitching outside leg. It was marginal, moved in and hit Shahzad on the pad. But he'll have a free hit now",1st innings,Ihsanullah,703323,,,0.1,no ball,1,1,1/0,"Usman Shinwari to Mohammad Shahzad, 1 no ball",,"<b>Loud shout</b> They've gone for the review. And it's a <b>no-ball</b>! That will not make Pakistan happy. They took time to go for the review because the left-arm pacer from over the wicket, there is always the danger of pitching outside leg. It was marginal, moved in and hit Shahzad on the pad. But he'll have a free hit now",0
2,2,Mohammad Shahzad,419873,Usman Shinwari,697279,"Usman Shinwari to Mohammad Shahzad, FOUR runs clears his back leg to give himself room and crashes the free hit through the covers for four. Salt into Usman's wounds.",1st innings,Ihsanullah,703323,,,0.2,four,5,4,5/0,"Usman Shinwari to Mohammad Shahzad, FOUR runs",,clears his back leg to give himself room and crashes the free hit through the covers for four. Salt into Usman's wounds.,0
3,3,Mohammad Shahzad,419873,Usman Shinwari,697279,"Usman Shinwari to Mohammad Shahzad, 1 run keeps angling it away and Shahzad gets an outside edge that flies down to third man",1st innings,Ihsanullah,703323,,,0.3,run,6,1,6/0,"Usman Shinwari to Mohammad Shahzad, 1 run",,keeps angling it away and Shahzad gets an outside edge that flies down to third man,0
4,4,Ihsanullah,703323,Usman Shinwari,697279,"Usman Shinwari to Ihsanullah, no run goes straighter this time and is tucked away off the pads",1st innings,Mohammad Shahzad,419873,,,0.4,no run,6,0,6/0,"Usman Shinwari to Ihsanullah, no run",,goes straighter this time and is tucked away off the pads,0
5,5,Ihsanullah,703323,Usman Shinwari,697279,"Usman Shinwari to Ihsanullah, no run goes a bit wider and angles it across once again. Left well alone by the batsman",1st innings,Mohammad Shahzad,419873,,,0.5,no run,6,0,6/0,"Usman Shinwari to Ihsanullah, no run",,goes a bit wider and angles it across once again. Left well alone by the batsman,0
6,6,Ihsanullah,703323,Usman Shinwari,697279,"Usman Shinwari to Ihsanullah, no run left well alone again. angled across, pitches outside off and going further away",1st innings,Mohammad Shahzad,419873,,,0.6,no run,6,0,6/0,"Usman Shinwari to Ihsanullah, no run",,"left well alone again. angled across, pitches outside off and going further away",0
7,7,Mohammad Shahzad,419873,Shaheen Afridi,1072470,"Shaheen Shah Afridi to Mohammad Shahzad, no run full and straight, punched to cover",1st innings,Ihsanullah,703323,Usman Shinwari,697279,1.1,no run,6,0,6/0,"Shaheen Shah Afridi to Mohammad Shahzad, no run",,"full and straight, punched to cover",0
8,8,Mohammad Shahzad,419873,Shaheen Afridi,1072470,"Shaheen Shah Afridi to Mohammad Shahzad, no run hint of a movement back into the batsman, and he punches it back",1st innings,Ihsanullah,703323,Usman Shinwari,697279,1.2,no run,6,0,6/0,"Shaheen Shah Afridi to Mohammad Shahzad, no run",,"hint of a movement back into the batsman, and he punches it back",0
9,9,Mohammad Shahzad,419873,Shaheen Afridi,1072470,"Shaheen Shah Afridi to Mohammad Shahzad, 1 run wider outside off and he goes for it hard, only manages to slash it down to third man",1st innings,Ihsanullah,703323,Usman Shinwari,697279,1.3,run,7,1,7/0,"Shaheen Shah Afridi to Mohammad Shahzad, 1 run",,"wider outside off and he goes for it hard, only manages to slash it down to third man",0
10,10,Ihsanullah,703323,Shaheen Afridi,1072470,"Shaheen Shah Afridi to Ihsanullah, no run on a length and across the batsman, who stands tall and punches to cover",1st innings,Mohammad Shahzad,419873,Usman Shinwari,697279,1.4,no run,7,0,7/0,"Shaheen Shah Afridi to Ihsanullah, no run",,"on a length and across the batsman, who stands tall and punches to cover",0
11,11,Ihsanullah,703323,Shaheen Afridi,1072470,"Shaheen Shah Afridi to Ihsanullah, no run fuller and on the stumps, he doesn't get hold of the drive and it rolls off the inside edge towards mid-on",1st innings,Mohammad Shahzad,419873,Usman Shinwari,697279,1.5,no run,7,0,7/0,"Shaheen Shah Afridi to Ihsanullah, no run",,"fuller and on the stumps, he doesn't get hold of the drive and it rolls off the inside edge towards mid-on",0
12,12,Ihsanullah,703323,Shaheen Afridi,1072470,"Shaheen Shah Afridi to Ihsanullah, 1 run in the driving length on off and he steers it to a squarish third man",1st innings,Mohammad Shahzad,419873,Usman Shinwari,697279,1.6,run,8,1,8/0,"Shaheen Shah Afridi to Ihsanullah, 1 run",,in the driving length on off and he steers it to a squarish third man,0
13,13,Ihsanullah,703323,Usman Shinwari,697279,"Usman Shinwari to Ihsanullah, no run back of a length on the stumps and pushed back",1st innings,Mohammad Shahzad,419873,Shaheen Afridi,1072470,2.1,no run,8,0,8/0,"Usman Shinwari to Ihsanullah, no run",,back of a length on the stumps and pushed back,0
14,14,Ihsanullah,703323,Usman Shinwari,697279,"Usman Shinwari to Ihsanullah, no run goes fuller that time and driven from the crease, but straight to mid-off",1st innings,Mohammad Shahzad,419873,Shaheen Afridi,1072470,2.2,no run,8,0,8/0,"Usman Shinwari to Ihsanullah, no run",,"goes fuller that time and driven from the crease, but straight to mid-off",0
15,15,Ihsanullah,703323,Usman Shinwari,697279,"Usman Shinwari to Ihsanullah, no run full and straight once again, punched back to the bowler",1st innings,Mohammad Shahzad,419873,Shaheen Afridi,1072470,2.3,no run,8,0,8/0,"Usman Shinwari to Ihsanullah, no run",,"full and straight once again, punched back to the bowler",0
16,16,Ihsanullah,703323,Usman Shinwari,697279,"Usman Shinwari to Ihsanullah, no run moving across the batsman, who gets behind it and pushes it into the covers",1st innings,Mohammad Shahzad,419873,Shaheen Afridi,1072470,2.4,no run,8,0,8/0,"Usman Shinwari to Ihsanullah, no run",,"moving across the batsman, who gets behind it and pushes it into the covers",0
