,ball,batsman,batsman_id,bowler,bowler_id,commentary,innings,otherBatsman,otherBatsman_id,otherBowler,otherBowler_id,overs,playType,runs,runs_scored,score,shortText,speed,text,wickets
0,1,David Warner,219889,Matt Henry,506612,"Henry to Warner, no run good length and slanted across the off stump, Warner simply watches it through to Watling",1st innings,Aaron Finch,5334,,,0.1,no run,0,0,0/0,"Henry to Warner, no run",,"good length and slanted across the off stump, Warner simply watches it through to Watling",0
1,2,David Warner,219889,Matt Henry,506612,"Henry to Warner, no run Warner yells 'wait on' as he stands tall to this short ball and punches straight to mid-off",1st innings,Aaron Finch,5334,,,0.2,no run,0,0,0/0,"Henry to Warner, no run",,Warner yells 'wait on' as he stands tall to this short ball and punches straight to mid-off,0
2,3,David Warner,219889,Matt Henry,506612,"Henry to Warner, no run Warner yells 'wait on' again. He presses forward to this very full one outside off and drives straight to mid-off",1st innings,Aaron Finch,5334,,,0.3,no run,0,0,0/0,"Henry to Warner, no run",,Warner yells 'wait on' again. He presses forward to this very full one outside off and drives straight to mid-off,0
3,4,David Warner,219889,Matt Henry,506612,"Henry to Warner, no run good length, 135.7ks, seaming away off the surface. Warner gropes and misses outside off",1st innings,Aaron Finch,5334,,,0.4,no run,0,0,0/0,"Henry to Warner, no run",,"good length, 135.7ks, seaming away off the surface. Warner gropes and misses outside off",0
4,5,David Warner,219889,Matt Henry,506612,"Henry to Warner, 1 run slanting into the pads, picked up and flicked to square-ish long leg",1st innings,Aaron Finch,5334,,,0.5,run,1,1,1/0,"Henry to Warner, 1 run",,"slanting into the pads, picked up and flicked to square-ish long leg",0
5,6,Aaron Finch,5334,Matt Henry,506612,"Henry to Finch, 1 run very full and outside off, 137.9ks, Finch moves forward, gets closer to the pitch and push-drives it in the gap between extra cover and mid-off",1st innings,David Warner,219889,,,0.6,run,2,1,2/0,"Henry to Finch, 1 run",,"very full and outside off, 137.9ks, Finch moves forward, gets closer to the pitch and push-drives it in the gap between extra cover and mid-off",0
6,7,Aaron Finch,5334,Trent Boult,277912,"Boult to Finch, no run good length and angling away outside off, gets forward and pushes the ball to mid-off",1st innings,David Warner,219889,Matt Henry,506612,1.1,no run,2,0,2/0,"Boult to Finch, no run",,"good length and angling away outside off, gets forward and pushes the ball to mid-off",0
7,8,Aaron Finch,5334,Trent Boult,277912,"Boult to Finch, 1 run very full and outside off, Finch gets his front foot moving again. Tapped to the left of mid-off for another single",1st innings,David Warner,219889,Matt Henry,506612,1.2,run,3,1,3/0,"Boult to Finch, 1 run",,"very full and outside off, Finch gets his front foot moving again. Tapped to the left of mid-off for another single",0
8,9,David Warner,219889,Trent Boult,277912,"Boult to Warner, FOUR runs and this outside edge flies just wide of Neesham at second slip. The fielder dives full-length to his left and just <strong>finger-tips it away</strong>. Good length, angled in, and bends away outside off, takes the outside edge. Warner pushes at it away from the body, and gets away",1st innings,Aaron Finch,5334,Matt Henry,506612,1.3,four,7,4,7/0,"Boult to Warner, FOUR runs",,"and this outside edge flies just wide of Neesham at second slip. The fielder dives full-length to his left and just <strong>finger-tips it away</strong>. Good length, angled in, and bends away outside off, takes the outside edge. Warner pushes at it away from the body, and gets away",0
9,10,David Warner,219889,Trent Boult,277912,"Boult to Warner, no run even fuller and angled in, defended back to the bowler",1st innings,Aaron Finch,5334,Matt Henry,506612,1.4,no run,7,0,7/0,"Boult to Warner, no run",,"even fuller and angled in, defended back to the bowler",0
